birthDateDay,birthDateMonth,birthDateYear,bodytype,drinking,educationValue,gender,heightCm,locationFormatted,smoking,username,lat,long,minAge,maxAge,age,sexPreference,orientation
13,3,1989,,,,woman,0,tai-chung-shih,,oliverlin,22.62504364,120.7716856,20,40,27,man,straight
9,4,1993,,,,woman,0,tai-chung-shih,,freedomright,22.67772508,120.772535,18,32,23,man,straight
16,4,1994,fit,socially,university,woman,160,tai-chung-shih,no,ceciliayothecat,22.53754063,120.773071,18,40,22,man,straight
2,8,1986,,socially,post_grad,woman,0,tai-chung-shih,no,jessie0802,22.60757105,120.7734196,25,35,30,man,straight
13,3,1993,,,,woman,0,tai-chung-shih,,yyyyiris,22.67733996,120.7749944,18,32,23,man,straight
10,10,1982,,,,man,0,tai-chung-shih,,jimmyc1010,22.51128844,120.7783288,18,40,34,woman,straight
1,1,1976,average_build,socially,,woman,162,tai-chung-shih,no,10wa,22.49997138,120.7798318,37,65,41,man,straight
6,3,1989,average_build,socially,university,man,181,tai-chung-shih,no,andyoconn,22.79834118,120.7801386,18,40,27,woman,straight
1,2,1995,curvy,not_at_all,university,woman,155,tai-chung-shih,no,laurieliuswag,22.57943786,120.7823957,18,26,21,man,straight
1,5,1990,,,,woman,163,tai-chung-shih,yes,s8181520,22.61458791,120.7825905,19,40,26,man,straight
12,7,1982,fit,,,man,178,tai-chung-shih,,notsodeepbreath,22.50136008,120.7832811,18,37,34,woman,straight
30,8,1977,,socially,post_grad,man,173,tai-chung-shih,no,simple-single,22.5930133,120.7843707,26,62,39,woman,straight
10,4,1984,curvy,,university,woman,159,tai-chung-shih,no,hengyilee,22.6158015,120.7854847,29,38,32,man,straight
24,8,1990,fit,socially,university,man,181,tai-chung-shih,no,kenmanalang,22.62434851,120.787053,20,38,26,woman,straight
26,1,1988,,,,woman,0,tai-chung-shih,,blanchewilliam,22.57968179,120.7894841,21,42,28,man,straight
1,7,1990,,,,man,0,miao-li,,garychen1990,24.42721102,120.7895794,22,35,26,man,gay
7,8,1972,average_build,not_at_all,university,woman,158,tai-chung-shih,no,sandyhsu61,22.5778113,120.7899244,37,50,44,man,straight
25,7,1968,,,high_school,woman,0,miao-li,no,ruiyanpeng_taco,24.44754639,120.7901765,31,82,48,man,straight
29,11,1987,,socially,,woman,0,tai-chung-shih,no,venusjanairo,22.63841198,120.7903605,30,40,29,man,straight
26,5,1990,,,,woman,0,tai-chung-shih,,honkidansu,22.64897686,120.7923594,20,38,26,woman,gay
29,5,1987,,socially,university,woman,160,tai-chung-shih,no,j6qo4g0,22.54288483,120.7941137,25,40,29,man,straight
2,1,1989,a_little_extra,socially,university,woman,152,tai-chung-shih,no,lingc1989,22.55587641,120.7953356,23,33,28,man,straight
26,1,1987,curvy,socially,university,woman,166,tai-chung-shih,,charlene7155,22.58554431,120.7954902,18,40,29,man,straight
19,8,1991,,,,woman,0,tai-chung-shih,,mingchunchiang,22.70671059,120.7978609,19,36,25,man,straight
25,4,1993,,socially,post_grad,woman,0,tai-chung-shih,no,micsanta,22.67316584,120.7989588,25,37,23,man,straight
18,12,1980,curvy,socially,university,woman,0,tai-chung-shih,no,crowntutu,22.59643104,120.7994774,25,58,36,man,straight
20,12,1991,,,,woman,0,tai-chung-shih,,chiutin,22.59269495,120.7998159,18,38,25,man,straight
4,9,1998,,,high_school,woman,160,tai-chung-shih,,a87124,22.6158015,120.8007873,18,21,18,man,straight
9,6,1983,,socially,university,man,180,tai-chung-shih,sometimes,andrewzhu,22.68969313,120.8048167,23,52,33,woman,straight
18,7,1988,,,,woman,0,tai-chung-shih,no,hannahzoo,22.54761968,120.8101841,26,38,28,man,straight
12,12,1989,average_build,socially,university,woman,164,tai-chung-shih,no,lynnjang,22.68359811,120.810363,20,38,27,man,straight
3,4,1995,,not_at_all,two_year_college,man,162,tai-chung-shih,no,scott30299,22.60662719,120.8120023,18,28,21,everyone,bisexual
28,6,1980,fit,,post_grad,woman,163,tai-chung-shih,no,soshina,22.70253619,120.8120023,30,45,36,man,straight
24,12,1961,,socially,,woman,0,tai-chung-shih,no,noemieho,22.55833024,120.812577,50,60,55,man,straight
22,5,1992,,,,man,0,hsin-chu,,jaymeen22592,24.8138297,120.8141905,22,28,24,woman,straight
5,6,1993,fit,socially,university,man,180,hsin-chu,no,rokky93,24.88651692,120.8149328,18,30,23,woman,straight
2,11,1972,fit,,post_grad,man,172,tai-chung-shih,no,tom_chen,22.90469039,120.8162804,20,40,44,woman,straight
12,7,1997,fit,socially,,man,160,tai-chung-shih,no,impokoo,22.46826052,120.8187984,18,26,19,everyone,bisexual
4,2,1993,,,,woman,0,miao-li,,hsieh-yi-chen,24.4883358,120.8191197,18,32,23,man,straight
18,10,1985,average_build,not_at_all,post_grad,woman,165,tai-chung-shih,no,carol5290,22.43507861,120.8223471,27,40,31,man,straight
6,12,1980,,,,woman,0,tai-chung-shih,,penny6880,22.62038866,120.8224317,18,50,36,man,straight
11,9,1990,thin,often,,woman,160,tai-chung-shih,sometimes,willowkaka,22.56743735,120.824973,25,33,26,man,straight
28,11,1986,curvy,socially,university,woman,157,tai-chung-shih,no,paggy-001,22.51053834,120.8261576,27,38,30,man,straight
25,5,1989,,,,woman,0,tai-chung-shih,,bellastay,22.64378077,120.829951,20,40,27,man,straight
14,2,1980,average_build,socially,,man,178,tai-chung-shih,no,lexluthor80,22.78620509,120.8302819,18,50,36,woman,straight
13,9,1984,fit,socially,post_grad,man,170,tai-chung-shih,,cliao913,22.52911419,120.8314992,21,30,32,woman,straight
14,11,1989,,socially,,woman,162,tai-chung-shih,no,natural_999,22.5831928,120.8343045,20,40,27,man,straight
24,1,1985,fit,socially,university,woman,152,tai-chung-shih,no,goldensmilemania,22.64430777,120.8373754,30,60,31,man,straight
9,10,1983,,,,woman,0,hsin-chu,,rhia1010,24.77139851,120.8373939,35,50,33,man,straight
1,9,1984,average_build,socially,university,woman,160,miao-li,no,desathetank,24.46955497,120.8392836,32,45,32,man,straight
25,5,1990,,,,woman,0,tai-chung-shih,,ooxx1234,22.58951453,120.8410346,35,,26,man,straight
4,4,1990,,socially,university,man,0,tai-chung-shih,no,danlin44,22.66906382,120.8434309,19,32,26,woman,straight
18,2,1982,,,,woman,0,miao-li,,janizu,24.4806483,120.8482505,43,60,34,man,straight
22,10,1986,fit,,university,woman,160,tai-chung-shih,no,vatani_hsin,22.53597888,120.8504638,21,42,30,everyone,bisexual
12,10,1991,,,,woman,0,hsin-chu,,namritab,24.6259844,120.8510195,24,36,25,man,straight
7,6,1986,,not_at_all,,woman,0,tai-chung-shih,no,emmaevaasaurus,22.62670068,120.855347,27,40,30,man,straight
12,3,1991,,socially,,woman,0,hsin-chu,no,rimuy,24.81495837,120.8554304,24,36,25,man,straight
26,2,1991,fit,socially,post_grad,man,170,hsin-chu,no,kishorekmr65,24.82373069,120.8569224,19,36,25,woman,straight
1,12,1982,average_build,socially,post_grad,woman,163,tai-chung-shih,no,bloo0125,22.84805956,120.8576977,28,40,34,man,straight
26,8,1987,average_build,socially,university,man,175,tai-chung-shih,,dean460764,22.72691261,120.8579098,18,50,29,woman,straight
1,4,1967,average_build,not_at_all,university,woman,155,tai-chung-shih,no,annewu,22.63188729,120.8616086,47,57,49,man,straight
1,7,1985,,,,man,0,hsin-chu,,cash19850701,24.7638297,120.86199,22,48,31,woman,straight
8,5,1996,,,university,woman,163,tai-chung-shih,no,tingyunnn,22.59526235,120.8658485,18,30,20,man,straight
20,9,1994,thin,socially,university,woman,157,tai-chung-shih,no,caitlin_1994,22.62184015,120.8684269,18,26,22,man,straight
24,8,1988,average_build,socially,post_grad,man,178,hsin-chu,no,bala0824,24.61129805,120.8698562,18,38,28,woman,straight
5,8,1996,average_build,socially,,man,170,tai-chung-shih,no,mingyichu,22.56918496,120.8725528,20,50,20,man,gay
27,8,1972,fit,socially,post_grad,man,173,tai-chung-shih,no,sportingbugs,22.70909596,120.8756387,18,45,44,woman,straight
27,3,1980,overweight,not_at_all,university,woman,160,miao-li,no,sunny690327,24.5739521,120.8769821,25,58,36,man,straight
28,4,1985,,,,woman,175,tai-chung-shih,yes,bignohsu,22.60543881,120.8773566,18,55,31,man,straight
20,6,1992,fit,socially,,woman,157,hsin-chu,no,saunia_kuo,24.84936269,120.880599,22,45,24,man,straight
21,7,1983,,socially,university,woman,153,hsin-chu,sometimes,yuhsien,24.75322364,120.8807172,23,52,33,man,straight
17,7,1985,,,university,man,0,tai-chung-shih,,markkuarimo,22.66653431,120.8821268,18,36,31,woman,straight
25,7,1991,,,,man,0,hsin-chu,,johnny_1900,24.79527075,120.8867151,19,25,25,woman,straight
16,12,1991,average_build,not_at_all,,woman,157,hsin-chu,no,wintersky18,24.83207788,120.8895936,24,35,25,man,straight
12,8,1990,,,,man,0,hsin-chu,,amrooooo26,24.87396956,120.8919688,20,38,26,woman,straight
18,4,1984,average_build,often,university,man,175,hsin-chu,no,gregarious_88,24.85156555,120.8927277,23,30,32,woman,straight
30,9,1982,curvy,often,post_grad,woman,163,hsin-chu,no,mel852,24.69880623,120.8936013,27,48,34,man,straight
29,3,1973,curvy,not_at_all,two_year_college,woman,157,hsin-chu,no,filipinamania,24.78161887,120.8938145,42,48,43,man,straight
1,3,1996,,,,man,0,tai-chung-shih,,jimmerylin,22.42431214,120.8938205,18,45,20,woman,straight
13,11,1986,,not_at_all,,man,0,tai-chung-shih,no,whackooo,22.65709052,120.8941885,21,34,30,woman,straight
1,7,1973,average_build,,,man,181,tai-chung-shih,,erache,22.62228658,120.8973305,21,45,43,woman,straight
14,4,1968,,socially,university,woman,0,hsin-chu,no,ifceup,24.82479194,120.8974572,45,58,48,man,straight
11,11,1988,curvy,socially,,woman,163,hsin-chu,no,chantaltsai,25.16036435,120.8977637,21,42,28,man,straight
1,11,1989,average_build,socially,,man,178,hsin-chu,no,kk17_chen,24.75006158,120.9009284,22,29,27,woman,straight
1,2,1979,average_build,socially,,woman,0,hsin-chu,no,rita021,24.85044942,120.9043837,28,42,37,man,straight
26,4,1988,fit,socially,university,man,183,hsin-chu,sometimes,sunswin4ever,24.69748621,120.9061725,18,40,28,woman,straight
11,4,1987,,,,man,185,hsin-chu,no,dearstrangert,24.86174637,120.9121246,18,35,29,woman,straight
28,12,1988,,not_at_all,two_year_college,man,175,tai-chung-shih,yes,isrglk,22.62430008,120.9129827,22,35,28,woman,straight
30,6,1993,average_build,socially,post_grad,man,182,hsin-chu,no,roblescoulter,25.05609774,120.9134211,20,29,23,woman,straight
20,11,1980,fit,socially,university,man,175,pu-li,,sternfan999,23.91333176,120.9135735,18,49,36,woman,straight
20,9,1998,,,,woman,0,hsin-chu,,brookchen,24.74309799,120.9176064,18,26,18,man,straight
15,12,1976,,,,man,0,nan-tou,,martianfox,24.01982163,120.9179264,27,66,40,woman,straight
30,8,1984,average_build,socially,post_grad,man,168,hsin-chu,no,jason_chang30,24.43201152,120.9185242,23,50,32,woman,straight
2,1,1982,,,,woman,0,miao-li,,jho03,24.55390248,120.9190404,35,55,35,man,straight
18,8,1981,average_build,socially,university,woman,155,hsin-chu,no,yhuni,24.3964384,120.9200444,30,40,35,man,straight
1,1,1991,,,,woman,0,hsin-chu,no,hi_there100,24.73199337,120.9200764,19,36,26,man,straight
26,12,1994,average_build,,two_year_college,woman,0,tai-chung-shih,no,ruixi,22.69312109,120.9211526,18,28,22,man,straight
7,11,1996,,,,woman,170,tai-chung-shih,no,mickey1994117,22.80224218,120.923714,18,26,20,man,straight
24,2,1995,,socially,university,woman,0,tai-chung-shih,no,christinecheng21,22.7876765,120.9254169,21,26,21,man,straight
19,11,1988,average_build,socially,university,woman,158,hsin-chu,no,sairanylanna,24.82416562,120.9262631,29,38,28,man,straight
30,12,1996,,not_at_all,university,woman,160,chu-tung,no,floraaaaaaa,24.74652443,120.9273297,19,30,20,man,straight
19,1,1994,fit,socially,,man,170,hsin-chu,,surfing_wiwi,24.9090678,120.928703,18,30,22,woman,straight
15,3,1987,,,,woman,0,nan-tou,,emilie87thecat,23.91532502,120.9289404,21,44,29,man,straight
3,12,1988,,,,man,0,hsin-chu,,shashwat88,24.73965388,120.9295442,20,27,28,woman,straight
3,3,1986,,socially,,man,0,tai-chung-shih,no,naitelove,22.49796711,120.9295949,22,46,30,woman,straight
21,7,1982,average_build,socially,,woman,0,hsin-chu,sometimes,yves1214,24.69509619,120.9310111,35,40,34,man,straight
23,1,1989,,socially,post_grad,woman,0,hsin-chu,no,brittany405,24.75430589,120.9322329,20,40,27,man,straight
26,3,1985,,,,woman,0,hsin-chu,,zeal_26,24.86785396,120.9322846,22,48,31,man,straight
14,9,1984,,not_at_all,two_year_college,woman,0,hsin-chu,no,xhaithecat,24.80740296,120.9324434,30,42,32,man,straight
21,4,1983,,,,woman,0,hsin-chu,,anaprinces21,24.78175423,120.9328037,23,52,33,man,straight
17,6,1990,,,,man,0,hsin-chu,,maflix,24.85415228,120.9338986,20,38,26,woman,straight
11,11,1990,,,,woman,0,hsin-chu,,scenoscape,24.92921432,120.9414705,25,33,26,man,straight
31,8,1989,,,,man,0,hsin-chu,,naddddddd,24.81837515,120.9419433,20,38,27,woman,straight
6,8,1974,fit,socially,post_grad,man,180,hsin-chu,,dive2deep,24.68507434,120.9477012,20,40,42,woman,straight
5,9,1993,,,,woman,161,hsin-chu,,veniecerio,24.76740113,120.9508875,18,32,23,man,straight
10,2,1987,,socially,,man,0,hsin-chu,no,troyskur,24.77061982,120.951885,19,30,29,woman,straight
2,3,1987,,,,woman,0,hsin-chu,,shotocai,24.95856654,120.9520906,30,40,29,man,straight
23,8,1981,,,,woman,0,hsin-chu,,amor23thecat,24.79327347,120.9522349,35,80,35,man,straight
19,9,1982,average_build,socially,post_grad,woman,160,hsin-chu,no,irrlicht331,24.80006034,120.9550064,30,40,34,man,straight
15,4,1991,,,,man,0,hsin-chu,,chandra161,24.86909286,120.9555704,19,36,25,woman,straight
21,3,1992,,not_at_all,,man,0,hsin-chu,no,guyk08,24.84138876,120.9556827,19,27,24,woman,straight
7,9,1985,average_build,socially,university,woman,166,hsin-chu,no,poison_ivytron,24.7651284,120.9560336,22,48,31,man,straight
2,5,1983,,not_at_all,university,woman,0,hsin-chu,no,kaishamay,24.71517499,120.9588172,34,50,33,man,straight
3,8,1975,fit,,,man,187,nan-tou,,giraffesforthewn,23.96508529,120.9606278,19,68,41,woman,straight
14,9,1996,,,,man,0,tai-chung-shih,,braveplater,22.63278904,120.9620023,18,20,20,woman,straight
18,11,1974,average_build,socially,post_grad,woman,155,hsin-chu,no,sweet1118,24.75658244,120.9639458,40,55,42,man,straight
21,12,1973,used_up,not_at_all,university,man,187,tai-chung-shih,no,troubletaiwan,22.50099787,120.9639708,20,38,43,man,gay
20,1,1990,,,,man,0,tai-chung-shih,,kafiliyo,22.70229939,120.9640348,20,38,26,woman,straight
13,7,1992,,,,woman,0,hsin-chu,,rdolor,24.66828979,120.9674752,19,34,24,man,straight
24,4,1989,,,,woman,0,hsin-chu,,madhi24,24.82399919,120.9713815,28,40,27,man,straight
17,9,1983,average_build,socially,university,man,183,hsin-chu,no,msu127,24.80559925,120.9717533,18,34,33,woman,straight
16,12,1982,,,,woman,0,hsin-chu,,chinita33phil,24.74892904,120.9717609,35,50,34,man,straight
23,11,1974,average_build,socially,post_grad,woman,168,nan-tou,no,fenshia,23.92801657,120.9718638,35,50,42,man,straight
23,7,1990,,,,man,0,hsin-chu,,hani007_taco,24.90620845,120.9722945,20,38,26,woman,straight
31,3,1981,,,,woman,0,hsin-chu,,aappk,24.86573281,120.9739268,33,43,35,man,straight
24,4,1984,average_build,socially,post_grad,woman,159,hsin-chu,no,ruthtian,24.75189892,120.9785249,28,38,32,man,straight
19,1,1989,average_build,socially,post_grad,man,173,hsin-chu,no,seb258,24.84512627,120.97938,18,27,27,woman,straight
18,1,1982,,,,woman,0,hsin-chu,,jane_huang0118,25.06848809,120.9807202,24,54,34,man,straight
17,11,1980,,,,woman,153,hsin-chu,no,pupupi,24.77445146,120.9833231,30,40,36,man,straight
10,8,1990,average_build,socially,post_grad,man,173,hsin-chu,no,blizzard_man,24.74465677,120.9843671,20,30,26,woman,straight
16,4,1981,,,,woman,0,hsin-chu,,violy89,24.74533655,120.9849577,35,45,35,man,straight
18,2,1994,rather_not_say,socially,,woman,154,pu-li,no,sin521,23.96327836,120.9853301,18,29,22,man,straight
1,9,1988,,,,man,0,hsin-chu,,innolux,24.85739816,120.9859178,21,42,28,woman,straight
14,3,1987,,,,man,0,hsin-chu,,aksahu_taco,24.77456873,120.9878834,21,30,29,woman,straight
15,8,1977,,socially,post_grad,man,175,hsin-chu,no,geneng15,24.61615528,120.9882604,26,38,39,woman,straight
8,3,1987,,,,woman,0,hsin-chu,,rlechier,24.76721953,120.9900405,25,35,29,man,straight
25,5,1981,,socially,university,woman,163,hsin-chu,no,sanabel18,24.85922994,120.9909207,24,56,35,man,straight
28,7,1982,,,,woman,0,nan-tou,,tina_chen1982,23.72609877,120.9927552,24,54,34,man,straight
25,5,1971,average_build,,two_year_college,man,180,nan-tou,,vajrasiddhi,23.88812988,120.9944117,18,45,45,woman,straight
1,1,1985,,socially,university,woman,162,hsin-chu,no,alicialeethecat,24.82298721,121.0007641,28,40,32,man,straight
21,8,1985,,,,woman,0,hsin-chu,,ckatethecat,24.53910443,121.000968,22,48,31,man,straight
28,4,1991,average_build,socially,university,man,170,hsin-chu,no,phateknight,24.77934694,121.0013098,19,30,25,woman,straight
13,4,1981,fit,socially,,man,176,hsin-chu,sometimes,elvirmaga,24.98189693,121.0018986,19,45,35,woman,straight
15,9,1986,,,,woman,0,hsin-chu,,angiehrw,24.78005584,121.0021882,26,35,30,man,straight
27,3,1992,,,university,woman,0,tai-chung-shih,,ilovebatman27,22.59215285,121.003669,25,35,24,man,straight
14,10,1992,,,,woman,160,hsin-chu,no,jessicabiebs310,24.81493345,121.0050858,18,24,24,man,straight
19,3,1993,fit,socially,university,man,174,nan-tou,no,rockseanu,23.99006019,121.0087353,18,32,23,woman,straight
25,6,1991,,,,woman,0,hsin-chu,no,vivichan_taco,24.85887475,121.0098281,19,36,25,man,straight
12,8,1993,,,,woman,0,hsin-chu,,rocio_pthecat,24.77733335,121.0113941,18,32,23,man,straight
20,9,1989,,socially,university,woman,156,hsin-chu,no,yvoni89,24.76054593,121.0114567,28,45,27,man,straight
17,10,1988,fit,,,woman,0,hsin-chu,no,oliviahong,24.75500617,121.0117012,21,42,28,man,straight
11,5,1990,,,,woman,0,hsin-chu,,kuhuihsuan,24.71574868,121.0134271,20,38,26,man,straight
10,3,1989,,,,woman,0,hsin-chu,,praburockss,24.78037245,121.015288,20,40,27,man,straight
1,3,1984,,,,woman,0,hsin-chu,,lidia7331,24.87387589,121.0201671,27,40,32,man,straight
15,6,1995,,,,woman,0,nan-tou,no,hsiaoning_taco,23.90544254,121.0213262,18,28,21,man,straight
26,1,1994,,,,man,0,nan-tou,,zongsyue,24.03295382,121.021677,18,30,22,woman,straight
19,1,1992,,socially,university,woman,162,hsin-chu,no,lovegroundhog,24.7892212,121.0276059,20,40,24,man,straight
8,5,1985,,socially,university,man,188,hsin-chu,no,quince17,24.80227508,121.0277316,20,40,31,woman,straight
1,1,1976,,,,woman,0,hsin-chu,,yulisandy,24.80102411,121.0285439,27,66,41,man,straight
18,12,1992,,,university,woman,153,hsin-chu,no,joyce-hsu,24.86308343,121.0397248,22,28,24,man,straight
12,2,1984,a_little_extra,socially,post_grad,man,165,hsin-chu,no,liou675,24.84403104,121.0410948,23,50,32,woman,straight
7,4,1992,,,,man,0,hsin-chu,,fanuelwahjudi,24.86341648,121.04768,18,26,24,woman,straight
6,12,1987,a_little_extra,socially,two_year_college,woman,171,hsin-chu,no,tin-tin_fierce,24.77536816,121.0499494,28,42,29,man,straight
3,5,1987,,socially,,woman,0,hsin-pu,no,mikiwu_taco,24.84488355,121.0535195,21,37,29,man,straight
1,11,1986,fit,socially,university,man,191,hsin-chu,no,jjbrown78,24.7982047,121.0556586,23,35,30,woman,straight
3,10,1990,,,,woman,0,hsin-chu,,lhenglingers,24.74530722,121.0575653,26,50,26,man,straight
17,11,1982,,,,man,0,hsin-chu,,madmanrom,24.86706164,121.058628,30,36,34,woman,straight
1,4,1986,fit,socially,university,woman,158,hsin-chu,no,tiger_21taurus,24.85030769,121.0589206,22,46,30,man,straight
10,10,1992,,socially,,woman,0,hsin-chu,no,amberhuang,24.79546235,121.0650362,18,35,24,man,straight
14,8,1986,curvy,socially,university,woman,160,hsin-chu,,jossie-tsai,24.74344847,121.0710788,30,45,30,man,straight
29,12,1984,,,,woman,0,miao-li,,lheyinabox,24.5301012,121.1021283,22,48,32,man,straight
7,7,1976,average_build,socially,,man,184,hsin-chu,no,newhdd,24.83054279,121.1034752,32,38,40,woman,straight
9,10,1980,,,,woman,0,hsin-chu,,iamyna,24.93252406,121.1090681,25,58,36,man,straight
5,10,1987,average_build,socially,university,man,168,hsin-chu,no,aiden-teng,24.85086674,121.1129297,20,30,29,woman,straight
19,8,1994,,,,woman,0,taipei,,eva830819,24.74994473,121.1135037,18,30,22,man,straight
19,4,1992,,,,man,0,hsin-chu,,noel0419,24.75041507,121.1426889,19,34,24,woman,straight
30,7,1987,fit,,post_grad,man,187,taipei,,lapod,24.98948534,121.1828181,21,44,29,woman,straight
5,7,1994,,,,woman,0,taipei,,owwwwl,25.07259064,121.1925454,18,35,22,man,straight
16,1,1985,average_build,,,woman,164,taipei,,sharondeer,25.0329636,121.1926995,26,40,31,man,straight
27,10,1976,,socially,post_grad,man,0,taipei,no,anan2016,25.01080294,121.20102,26,40,40,woman,straight
24,7,1968,,,university,woman,0,taipei,no,yao-sarah,25.0821806,121.2064524,30,55,48,man,straight
22,6,1991,fit,socially,,woman,163,chung-li,no,anechkasarie,24.91792492,121.2141427,30,50,25,man,straight
5,1,1996,,,,woman,168,taipei,no,magic0105,25.04253298,121.2149994,20,30,21,man,straight
12,5,1985,thin,socially,university,man,178,taipei,no,mr_nice_guy20,25.12436145,121.2294893,20,39,31,woman,straight
20,6,1974,,,,man,0,taipei,,vincentsungemini,25.08938617,121.2295489,28,70,42,woman,straight
29,8,1984,jacked,socially,university,man,176,wai-yan-shan,sometimes,cian1607,28.906064,121.2316401,19,35,32,woman,straight
29,11,1993,,socially,,woman,170,taipei,no,zz987,25.1120014,121.2598712,22,30,23,man,straight
4,8,1998,,,,woman,0,taipei,,catsofat,25.1216554,121.2600833,18,26,18,man,straight
27,7,1996,,,,woman,0,taipei,,jennyjian,25.03839838,121.261079,20,30,20,man,straight
7,11,1981,average_build,socially,,woman,165,taipei,sometimes,zerotpe,25.04379784,121.261079,34,39,35,man,straight
7,1,1988,,,,man,0,taipei,,tapny,25.00567315,121.2618554,21,30,29,woman,straight
9,10,1981,fit,often,,man,178,chung-li,no,sark-yao,24.97945067,121.264076,25,33,35,woman,straight
20,1,1981,fit,socially,post_grad,woman,165,taipei,no,marble120,25.0318719,121.2698293,30,45,35,man,straight
6,6,1984,,socially,post_grad,woman,0,taipei,no,j730606kimo,24.92951532,121.2797125,27,40,32,man,straight
5,9,1987,,socially,post_grad,woman,0,taipei,no,rarac,25.04435076,121.2811131,20,40,29,man,straight
28,9,1970,,,,man,0,taipei,,java_lee,25.00565985,121.2814762,30,78,46,woman,straight
14,2,1985,,,,man,0,taipei,,solo2345,24.99287451,121.281643,18,44,31,woman,straight
1,7,1983,average_build,socially,university,man,167,taipei,no,flyinlove,25.05053829,121.281643,21,47,33,woman,straight
9,11,1983,,not_at_all,,woman,0,taipei,no,dearleft,25.1226497,121.2854268,23,52,33,man,straight
25,9,1985,,socially,,woman,0,taipei,no,cj_1024,24.97149788,121.2965192,28,39,31,man,straight
23,1,1996,average_build,socially,university,woman,161,taipei,no,hiphoprung,25.02636294,121.2979849,20,27,20,man,straight
1,1,1970,,,,man,0,taipei,,dghqk,25.4916792,121.3014268,30,78,47,woman,straight
2,6,1987,fit,socially,university,man,172,taipei,no,gigaluegy,25.01381466,121.3018609,21,44,29,woman,straight
11,12,1987,average_build,socially,university,woman,0,taipei,no,candyyu,25.02205451,121.3026063,30,40,29,man,straight
11,2,1998,average_build,,,man,168,taipei,no,chanxer,25.09758945,121.3081169,18,26,18,woman,straight
13,10,1991,,,,man,0,taipei,,kevincurry,25.03654355,121.3219035,19,40,25,woman,straight
8,3,1982,,,,woman,0,taipei,,vitality2010,25.08519094,121.3219035,35,42,34,man,straight
5,11,1962,,,,man,0,taipei,,alansdarry,25.01010646,121.3245891,50,60,54,woman,straight
27,9,1991,,socially,post_grad,woman,0,taipei,no,man-jyun,25.05119642,121.3320935,19,36,25,man,straight
16,12,1985,,,,woman,0,taipei,,limpahan_taco,24.9514589,121.3328687,22,48,31,man,straight
1,4,1967,,not_at_all,university,woman,0,taipei,no,ifbeauty,25.05822676,121.3328687,50,70,49,man,straight
1,10,1982,thin,,,woman,162,taipei,no,kay-hsiao,25.00270882,121.3346576,30,40,34,man,straight
12,9,1956,fit,socially,post_grad,man,175,taipei,no,fitn2015,25.08361483,121.3359186,41,57,60,woman,straight
22,11,1983,,socially,university,woman,168,nan-men,no,irischen0,25.02184691,121.3371051,30,42,33,man,straight
9,4,1981,overweight,socially,post_grad,woman,172,taipei,no,jc409,25.02812098,121.3385749,26,45,35,man,straight
29,4,1976,,,,woman,165,taipei,no,celiacw,25.08851916,121.3390117,30,45,40,man,straight
14,7,1970,,,,man,0,taipei,,nono-no,24.98511671,121.3415462,30,78,46,woman,straight
4,3,1985,average_build,socially,two_year_college,woman,155,taipei,no,blackjercey,25.23872492,121.347245,29,38,31,man,straight
11,8,1993,,,,woman,0,taipei,,chi_c,25.0124056,121.348678,20,30,23,man,straight
1,8,1983,,,,man,0,taipei,,firewoodforest,24.93066715,121.3492106,23,52,33,woman,straight
6,3,1982,fit,socially,,man,183,taipei,no,makuso69,25.08952196,121.3498579,20,33,34,woman,straight
15,5,1993,overweight,not_at_all,,woman,165,taipei,,queenatzu,25.05054602,121.3511411,18,32,23,man,straight
22,10,1992,,,,man,0,taipei,,dervis_wang,25.04097161,121.3516337,19,34,24,woman,straight
25,4,1995,,,,man,0,taipei,,dwan72,25.00326063,121.3520935,18,28,21,woman,straight
7,1,1989,fit,,,man,176,taipei,,aoielin,25.01821829,121.3538883,24,30,28,woman,straight
4,6,1993,,,,woman,0,taipei,,meih604,25.06110619,121.3544563,24,30,23,man,straight
28,10,1980,,,,woman,0,taipei,,ronaldnavarette,25.06795687,121.3556707,25,58,36,man,straight
12,3,1995,,,,woman,0,taipei,,imjoyceee,25.2295448,121.3560027,18,28,21,man,straight
25,2,1990,curvy,,,man,109,taipei,,wheatlyinapotato,25.02255777,121.3566356,19,24,26,woman,straight
18,4,1981,,,,woman,0,taipei,no,amaranthine6,25.03759323,121.3593199,35,45,35,man,straight
24,10,1979,fit,socially,university,man,189,taipei,,camkiwi,24.90252882,121.3595444,20,40,37,woman,straight
6,4,1994,thin,socially,,man,182,taipei,,clayton89008,24.99558042,121.3612601,18,25,22,woman,straight
13,8,1973,average_build,socially,post_grad,woman,150,taipei,,shashalulu,25.04620863,121.3615433,30,80,43,man,straight
23,3,1984,,,,woman,0,taipei,,i_am_sun123,25.00619195,121.3622182,23,40,32,man,straight
20,5,1987,,,,man,182,taipei,no,ericplmko,25.08550876,121.366669,21,44,29,woman,straight
15,3,1989,fit,socially,,man,192,taipei,no,flophil,25.10830607,121.3701887,20,38,27,woman,straight
2,8,1988,,often,,man,0,taipei,no,kkrish07,25.1079636,121.3706216,20,45,28,woman,straight
16,9,1996,,,,woman,0,nei-hu,no,bweeha,25.11469383,121.370807,20,35,20,man,straight
20,5,1998,thin,,university,woman,0,taipei,no,lotuslin,24.88242597,121.3709824,18,22,18,man,straight
