,chinese,chloechueh
somewhat,english,chloeku
fluently,chinese,chloeku
somewhat,english,chloelinokc
somewhat,korean,chloelinokc
fluently,chinese_(mandarin),chloelinokc
somewhat,japanese,chloelinokc
,english,chloeltw
somewhat,english,chloemiao
fluently,chinese,chloemiao
somewhat,french,chloemiao
somewhat,german,chloemiao
somewhat,english,chloeusa
fluently,chinese_(mandarin),chloeusa
,english,chocoann-chen
,english,chocomilk_w
,chinese,chocomilk_w
fluently,english,chopin276
fluently,chinese,chopin276
somewhat,english,chotsky76
somewhat,chinese,chotsky76
somewhat,tagalog,chotsky76
,english,choucharles
,chinese_(mandarin),chrestie
,english,chrestie
fluently,english,chris220thecat
fluently,chinese,chris220thecat
somewhat,spanish,chris220thecat
,chinese,chris_jlk
fluently,chinese,chris_y912
somewhat,english,chris_y912
,chinese,chrisch-
,english,chrisch-
,english,chrischen715
,english,chrischentron
,english,chrislaoshi
,chinese_(mandarin),chrislaoshi
,spanish,chrislaoshi
,french,chrislaoshi
,english,chrisliang07
somewhat,chinese,chrisliang07
somewhat,italian,chrisliang07
somewhat,indonesian,chrisliang07
,english,chrisliou
,chinese,chrisliou
fluently,english,chrisschorr
somewhat,chinese,chrisschorr
,english,christ88888888
,french,christ88888888
,japanese,christ88888888
,english,christian6981
,chinese,christinecheng21
,english,christinecheng21
,english,christmasbabyrui
,chinese,christmasbabyrui
fluently,english,christying
somewhat,japanese,christying
fluently,chinese_(mandarin),christying
fluently,english,chsrenee
fluently,chinese,chsrenee
fluently,chinese_(mandarin),chuanlinlu
somewhat,english,chuanlinlu
fluently,chinese_(mandarin),chubellala
somewhat,english,chubellala
,english,chuckyer2002
,chinese,chuckyer2002
somewhat,english,chung-ji
fluently,chinese,chung-ji
,english,chunho81
,chinese_(mandarin),chunlee83
,english,chunlee83
,english,chunyuhsu
,english,ci42030
,english,cian1607
,chinese_(mandarin),ciaochaochao
,english,ciaochaochao
somewhat,german,ciaochaochao
somewhat,english,ciaoh
fluently,chinese,ciaoh
,chinese,ciegoo
,english,ciegoo
,english,ciindy_lin1120
fluently,chinese_(mandarin),ciindy_lin1120
fluently,english,cilu12345
fluently,chinese_(mandarin),cilu12345
,english,cinderlala26
,chinese_(mandarin),cinderlala26
,english,cindy8202231
,chinese,cindy8202231
,english,cindy_tw
,english,cindyhsu
,chinese,cindyhsu
somewhat,english,cindyhy821
fluently,chinese,cindyhy821
fluently,english,cindyyuan
fluently,chinese,cindyyuan
somewhat,english,ciwas
fluently,chinese,ciwas
somewhat,japanese,ciwas
,chinese,ciying
,english,ciying
,english,cj_1024
,chinese_(mandarin),cj_1024
,english,ckatethecat
,english,clairepingu
,english,clairetsai0306
fluently,chinese_(mandarin),clairetsai0306
,chinese_(mandarin),clairetw
,english,clairetw
,chinese,clairev0215
,english,clairev0215
,english,clairewine
,chinese,clairewine
,english,clairyang
,chinese,clairyang
fluently,chinese_(mandarin),clare_qq
somewhat,english,clare_qq
,english,clarita89
,english,claudolover
,chinese,clayton89008
,english,clayton89008
,english,cleezythayunger
somewhat,chinese_(mandarin),cleezythayunger
fluently,english,clemsly
somewhat,chinese,clemsly
somewhat,french,clemsly
,chinese,cleo_kulo
,english,cleo_kulo
fluently,english,cliao913
fluently,chinese,cliao913
,chinese,cloudyleethecat
,english,cloudyleethecat
fluently,english,cocaqwerty
fluently,chinese,cocaqwerty
somewhat,english,cocochengasaurus
fluently,chinese_(mandarin),cocochengasaurus
fluently,chinese_(cantonese),cocochengasaurus
somewhat,french,cocochengasaurus
,english,cocopink7
,chinese_(mandarin),cocopink7
somewhat,english,cocotw
fluently,chinese,cocotw
,chinese,codarailsfun
somewhat,english,codarailsfun
somewhat,english,coffeecai
fluently,english,coketea
fluently,chinese,coketea
fluently,german,coketea
fluently,japanese,coketea
somewhat,dutch,coketea
,english,colakoyang
,chinese_(mandarin),colakoyang
somewhat,english,colalai
fluently,chinese,colalai
,english,colinscole
,english,compuccino
,english,coniglio0713
,chinese,coniglio0713
,english,connie577wuwu
,chinese,connie577wuwu
somewhat,english,conniechen828
somewhat,english,conniehihi88
,chinese_(mandarin),conniehihi88
somewhat,english,cookyss
fluently,chinese,cookyss
somewhat,c++,cookyss
,english,coolguybaby
,chinese,coolmayellow
,english,coppopya
,chinese_(mandarin),coppopya
somewhat,english,coqueliccyniqu
somewhat,french,coqueliccyniqu
fluently,chinese,coqueliccyniqu
fluently,english,coralfox98
fluently,chinese_(mandarin),coralfox98
,english,corrine66
,english,coucoushaina
,chinese_(mandarin),coucoushaina
,french,coucoushaina
,english,couldbefun74
somewhat,chinese,couldbefun74
fluently,english,cousinofmorgus
somewhat,chinese,cousinofmorgus
,chinese,covies
,english,covies
,english,cph358yl
,english,crackedcentaur
,english,craigaz10
,english,crandin
,chinese,crandin
,english,crayz_trayc
,chinese,crayz_trayc
,spanish,crayz_trayc
fluently,english,crazyhorse75
fluently,chinese,crazyhorse75
,english,crazylinda
,chinese,crazylinda
,english,crisc_t
,english,crooklynhu
,chinese,crooklynhu
,chinese,crowntutu
,english,crsport
fluently,english,crystal_wu45
fluently,chinese,crystal_wu45
somewhat,japanese,crystal_wu45
somewhat,english,crystinia
fluently,chinese,crystinia
fluently,english,cs3732c
fluently,chinese,cs3732c
somewhat,spanish,cs3732c
,chinese,cscwm30
,english,cscwm30
,chinese,cttlee
somewhat,english,cu8190te
,chinese,cueiiii
,english,cueiiii
,english,cuggi_co
,chinese_(cantonese),cuggi_co
fluently,english,culinary08
somewhat,chinese,culinary08
,english,cupcakethecat2
,chinese,cupcakethecat2
,japanese,cupcakethecat2
,english,cupidok557
,chinese,cupidok557
fluently,english,curlyhair1212
fluently,chinese,curlyhair1212
,english,curufinthecat
fluently,english,cuteboy1990mania
fluently,english,cuteladytaipei
fluently,chinese_(mandarin),cuteladytaipei
,english,cutenevil
fluently,english,cw31english
somewhat,chinese,cw31english
,english,cwc0812
,english,cylabwati09
,english,cynthia-123tron
,chinese,cynthia-123tron
,english,cynthia8393
,chinese,cynthia8393
,english,cynthialiu555
,chinese,cynthialiu555
,chinese_(mandarin),cyrushoi
,english,cyrushoi
,english,d411072
,chinese,d411072
,english,dabby526
fluently,english,dada1020
fluently,chinese_(mandarin),dada1020
,english,daddysamli
,english,daemon3826
fluently,chinese,dahweng
somewhat,english,dahweng
fluently,english,dain565566
fluently,chinese,dain565566
somewhat,french,dain565566
somewhat,russian,dain565566
,chinese_(mandarin),daisukechen
somewhat,english,daisy7011
somewhat,german,daisy7011
fluently,chinese,daisy7011
,english,daisy99daisy
,chinese,daisy99daisy
fluently,english,daisychang
fluently,chinese,daisychang
,english,daisysy
,english,daivdxxxcc
,chinese,daivdxxxcc
somewhat,german,daivdxxxcc
fluently,english,dal3na
fluently,french,dal3na
somewhat,vietnamese,dal3na
somewhat,english,dale32215
fluently,chinese,dale32215
fluently,english,damicra1983
somewhat,chinese,damicra1983
somewhat,japanese,damicra1983
,english,danieltw75
,english,danlin44
,chinese,danlin44
somewhat,english,danny0322
fluently,chinese,danny0322
fluently,english,danny_par
fluently,chinese,danny_par
somewhat,english,dannyforza
fluently,chinese,dannyforza
somewhat,thai,dannyforza
somewhat,spanish,dannyforza
,english,dantaipei
,chinese_(mandarin),dantaipei
,english,danwang0520
,chinese_(mandarin),danwang0520
,english,dareneocean
,english,darkchocoloversg
,english,darlinchui
fluently,chinese,dasmondlicht
somewhat,english,dasmondlicht
,english,daveintaiwan
,english,david43679
,english,david615thecat
,english,david997789
,chinese,davidchen_
,english,davidchen_
,english,davidmore12
fluently,english,davionb
somewhat,spanish,davionb
somewhat,chinese,davionb
,english,dayadayadaya
somewhat,english,daydreamertogo
fluently,chinese,daydreamertogo
somewhat,german,daydreamertogo
,english,dayvidh
somewhat,chinese_(mandarin),dayvidh
,english,dd0628
,chinese_(mandarin),dd0628
,chinese_(cantonese),dd0628
,english,dean460764
somewhat,english,deansonlin
fluently,chinese,deansonlin
,chinese_(mandarin),dearleft
,chinese,dearstrangert
,english,dearstrangert
,english,deathsimon
fluently,chinese,deathsimon
,c++,deathsimon
somewhat,french,deathsimon
fluently,english,debbstherocker
fluently,chinese,debbstherocker
somewhat,spanish,debbstherocker
,english,debbydai
,chinese,debbydai
fluently,english,deborahteoh
fluently,chinese,deborahteoh
somewhat,malay,deborahteoh
fluently,other,deborahteoh
,english,december1000
,german,deep_cube
,english,deep_cube
,english,deerinthecat
,chinese,deerinthecat
,english,definitelyweird
fluently,chinese_(cantonese),definitelyweird
,english,delililii
fluently,french,deltajo91
fluently,english,deltajo91
somewhat,chinese_(mandarin),deltajo91
somewhat,english,demi_liu
fluently,chinese,demi_liu
somewhat,english,demil1109
fluently,chinese,demil1109
somewhat,russian,demil1109
,french,demil1109
,english,denisconstantin
,english,denise0426
,chinese,denise0426
,french,denise0426
,english,dennis0210_taco
somewhat,english,dennis31006
,english,depp0128
fluently,english,derekblue
fluently,chinese,derekblue
,english,dervis_wang
,english,desathetank
,english,destinz
,chinese,destinz
somewhat,japanese,destinz
,english,deya85
,english,dfgh009
,english,dghqk
,english,dhaliam
fluently,english,dhang_verona
fluently,tagalog,dhang_verona
fluently,chinese,dhang_verona
,english,dianarosetron
somewhat,english,diane275
fluently,chinese,diane275
,english,didsburystar
fluently,english,digitofu
fluently,chinese,digitofu
,chinese,diminishnoon
,english,diminishnoon
,english,discoverythedark
,english,disneylove55
,chinese_(mandarin),disneylove55
fluently,english,dive2deep
fluently,chinese,dive2deep
somewhat,german,dive2deep
somewhat,french,dive2deep
,english,divus_ivlivs
,english,dizzyben
,chinese,dizzyben
,english,djiloveyou2002
,english,djkhfhjdg
fluently,english,djmagic000
somewhat,chinese,djmagic000
,english,dl124
,chinese_(mandarin),dl124
,english,dlqualitycc
fluently,english,dmaiasaurus
somewhat,chinese_(mandarin),dmaiasaurus
,english,dmantaitung
,english,dmdiem
,spanish,dmdiem
somewhat,chinese,dmdiem
fluently,english,dmitry371q
fluently,chinese,dmitry371q
,english,dmtravis
somewhat,english,dobodob
fluently,chinese_(mandarin),dobodob
,english,docindy
,english,dodoja
,chinese,dodoja
fluently,english,dolcevita1989
fluently,chinese,dolcevita1989
somewhat,french,dolcevita1989
,english,doloh11
somewhat,english,dolphin168
fluently,chinese,dolphin168
somewhat,japanese,dolphin168
fluently,english,dolphytw
fluently,french,dolphytw
fluently,chinese,dolphytw
,english,domei_taco
,english,domenico78
somewhat,english,donlovesmaja
fluently,chinese,donlovesmaja
fluently,english,donnycoolthecat
somewhat,chinese,donnycoolthecat
fluently,indonesian,donnycoolthecat
,english,donstanlo
fluently,french,donvava16
fluently,english,donvava16
fluently,chinese_(mandarin),donvava16
somewhat,spanish,donvava16
somewhat,english,doodlesean
fluently,chinese,doodlesean
,english,dora-chuang
,chinese,dora-chuang
,english,dora0505
,english,doreenvera
fluently,english,dorimiri
fluently,chinese,dorimiri
fluently,polish,dorimiri
somewhat,persian,dorimiri
somewhat,german,dorimiri
somewhat,english,doris-zhen
fluently,chinese_(mandarin),doris-zhen
,english,doris753b
,chinese,doris753b
,english,dorischeng1008
,chinese,dorischeng1008
,english,doristangchia
,german,doristangchia
,chinese,doristangchia
,english,doristsrng
,english,dorliu
,chinese_(mandarin),dorliu
somewhat,japanese,dorliu
somewhat,english,dory727987
fluently,chinese,dory727987
somewhat,english,double55
fluently,chinese,double55
,english,double_down2
,chinese_(mandarin),double_down2
,english,doug_is_my_name
somewhat,chinese_(mandarin),douzihwang
somewhat,french,douzihwang
somewhat,english,douzihwang
,english,dragoninfinity
fluently,english,dragonlawless
fluently,chinese,dragonlawless
,english,drcoconutz
,english,dreamtaipei
,chinese_(mandarin),dreamtaipei
fluently,english,driftingsongs
somewhat,korean,driftingsongs
fluently,english,drpuyuma81
fluently,chinese_(mandarin),drpuyuma81
somewhat,french,drpuyuma81
fluently,english,drymartinia
fluently,chinese,drymartinia
somewhat,other,drymartinia
,english,dsuyalmaniya
,english,duckuncle
,english,dudu1234thecat
,chinese,dudu1234thecat
,english,duncansan
,chinese,duncansan
,japanese,duncansan
somewhat,korean,duncansan
,english,dwan72
fluently,english,dwgcooks
somewhat,chinese,dwgcooks
,chinese_(mandarin),dwnray
,english,dwnray
,c++,dwnray
fluently,english,e10g9
fluently,chinese,e10g9
,english,e193782
,english,ealamina
,english,easonlan
,chinese,easonlan
somewhat,english,eatinglin
fluently,chinese,eatinglin
,english,echoforest
,chinese_(mandarin),echoforest
fluently,english,eclecticdreams3
fluently,chinese_(mandarin),eclecticdreams3
,english,edachien
,chinese,edachien
,english,eddie_vv
,chinese,eddie_vv
somewhat,japanese,eddie_vv
,english,eddieou
,english,eddieyang11
fluently,english,edgareto
fluently,spanish,edgareto
somewhat,portuguese,edgareto
somewhat,japanese,edgareto
somewhat,chinese,edgareto
,english,ediechien
,chinese_(mandarin),ediechien
,english,edminrun
,english,edsandy
,english,edwina0512
,english,egoody21
somewhat,chinese_(mandarin),egoody21
,chinese,egreat
fluently,chinese,eich888
somewhat,english,eich888
,english,eight_point_five
,french,eight_point_five
,chinese,eileen_830
somewhat,english,eileen_830
,english,eileen_pai
somewhat,spanish,eileen_pai
fluently,chinese_(mandarin),eileen_pai
fluently,english,eileenlin
fluently,chinese,eileenlin
,chinese,eileenyeh
,english,eileenyeh
,english,ekyiab
fluently,english,elainalin
fluently,chinese,elainalin
somewhat,spanish,elainalin
,english,elaine0826inabox
,chinese_(mandarin),elaine0826inabox
,english,elainebahn
somewhat,japanese,elainebahn
somewhat,german,elainebahn
,english,elainnnneeee
,english,elayc
,chinese,elayc
,korean,elayc
,english,eleanorchen
,chinese_(mandarin),eleanortt
,english,eleanortt
,english,elena-wu
somewhat,english,elenahuang
fluently,chinese,elenahuang
somewhat,italian,elenahuang
fluently,chinese,elisaschwarz
somewhat,english,elisaschwarz
somewhat,spanish,elisaschwarz
fluently,english,elissalin
somewhat,dutch,elissalin
somewhat,french,elissalin
,english,elle_aloha
somewhat,english,ellen_hi
fluently,chinese,ellen_hi
fluently,chinese,ellenchiou
somewhat,english,ellenchiou
fluently,english,ellie0611
,chinese_(mandarin),ellie0611
,english,ellie88fromspace
,chinese,ellie88fromspace
fluently,english,ellie99999
fluently,chinese,ellie99999
,english,elmarosefrance
,english,elsa4ever
,chinese_(mandarin),elsa4ever
somewhat,french,elsa4ever
somewhat,english,elsa_w
fluently,chinese,elsa_w
,english,elsating
,chinese,elsating
,english,elsiexuan
,chinese,elsiexuan
,english,elsweetdream
,chinese,elsweetdream
,english,eltaipeiren
,english,elthecatin2016
,english,elvinmc
,english,elvirmaga
,chinese,elvirmaga
,english,email81227
fluently,chinese_(mandarin),email81227
somewhat,english,embracetdarkness
fluently,chinese_(mandarin),embracetdarkness
,chinese_(mandarin),emilie-chen
,english,emilie-chen
somewhat,french,emilie-chen
,english,emilie87thecat
somewhat,english,emiliechou
fluently,chinese,emiliechou
somewhat,french,emiliechou
fluently,english,emily_lin
fluently,chinese,emily_lin
somewhat,german,emily_lin
somewhat,spanish,emily_lin
,english,emilychen_taco
,english,emilyifbkdhsjssk
fluently,english,emilylee_0205
fluently,chinese,emilylee_0205
somewhat,spanish,emilylee_0205
,english,emlincs77
,chinese,emlincs77
somewhat,german,emlincs77
,english,emma-wu
somewhat,english,emma38s
fluently,chinese,emma38s
fluently,chinese_(mandarin),emma_chang
somewhat,english,emma_chang
,english,emma_redumbrella
,chinese,emma_redumbrella
,chinese,emma_wang
,english,emma_y888
,chinese,emma_y888
,english,emmaemmatw
,chinese_(mandarin),emmaemmatw
,chinese,emmaevaasaurus
somewhat,english,emmali0410
,english,empty4still
fluently,english,emri_shelly
fluently,chinese_(mandarin),emri_shelly
fluently,tagalog,emri_shelly
,chinese,ena_1997
somewhat,english,ena_1997
,english,energiojuliet
,chinese,enterprise1215
,english,enterprise1215
,chinese_(mandarin),eochthecat
somewhat,english,eochthecat
,english,epicure_hsu
,chinese_(mandarin),epicure_hsu
fluently,english,erache
fluently,english,eric_th
fluently,chinese_(mandarin),eric_th
fluently,english,ericdy
fluently,chinese,ericdy
fluently,hebrew,ericdy
,english,erich002thecat
,english,erichuang1028
,chinese_(mandarin),ericplmko
,english,ericplmko
,chinese,ericsusu
fluently,english,ericwu0318
fluently,chinese,ericwu0318
somewhat,spanish,ericwu0318
,english,erin161
,japanese,erin161
,chinese,erin161
fluently,english,ernie4chan
fluently,spanish,ernie4chan
fluently,chinese,ernie4chan
,english,esfandasaurus
,chinese_(mandarin),esfandasaurus
somewhat,english,estefania1234
fluently,chinese_(mandarin),estefania1234
,english,ester_lin
somewhat,english,esther1y
fluently,chinese,esther1y
,english,ethan-vwgti
,chinese,ethan-vwgti
somewhat,japanese,ethan-vwgti
somewhat,french,ethan-vwgti
,english,ethanlin99
,english,ethantseng
,chinese_(mandarin),ethantseng
,english,ethelcc
,chinese,ethelcc
,english,eunice0619
,english,eunicechien
,chinese,eva3347
somewhat,english,eva3347
,chinese,eva402
somewhat,english,eva7923
,chinese,eva7923
,chinese,eva830819
,english,eva830819
,english,eva_0601
,chinese_(mandarin),eva_0601
,english,evachao
fluently,chinese,evacyc
,english,evacyc
,japanese,evacyc
,english,evaevachenthecat
somewhat,english,evan-clarinet
fluently,chinese,evan-clarinet
somewhat,english,evans830101
fluently,chinese,evans830101
,english,evanxfavor
,chinese_(mandarin),evanxfavor
,spanish,evanxfavor
,chinese,evebubbledream
,english,evebubbledream
somewhat,english,evelynshadow
fluently,chinese,evelynshadow
,chinese,evenisodd
fluently,english,evenisodd
,chinese_(mandarin),everythingforare
,english,everythingforare
,english,exodia88
,cebuano,exodia88
,chinese,exodia88
,ilongo,exodia88
,tagalog,exodia88
fluently,english,exodus531
fluently,chinese,exodus531
somewhat,japanese,exodus531
somewhat,french,exodus531
somewhat,english,explora30
fluently,chinese,explora30
fluently,c++,explora30
,english,eyelidsiq
,chinese,eyelidsiq
,english,eyunhsieh
fluently,chinese,eyunhsieh
,english,ezhen_huang
,english,f112234
,english,f9923007
fluently,english,fabulous_one26
fluently,chinese,fabulous_one26
fluently,english,facesmania
fluently,english,fair_child
somewhat,french,fair_child
fluently,chinese,fair_child
,english,faith08_kawai
somewhat,english,falan5402
fluently,chinese,falan5402
,english,fanfanyi
,chinese,fanfanyi
somewhat,english,fang-chia-lu
fluently,chinese,fang-chia-lu
,chinese,fangchunthecat
,english,fangchunthecat
,chinese,fannychang_68
somewhat,english,fannychang_68
,english,fanuelwahjudi
fluently,english,faustino888
somewhat,spanish,faustino888
somewhat,chinese,fe7o
somewhat,english,fe7o
somewhat,japanese,fe7o
somewhat,german,fe7o
,english,fecsvlove
,chinese,feifei715
somewhat,english,feifei715
,english,feina-
,chinese_(mandarin),feina-
,chinese,feliciacia
,english,feliciacia
,chinese,feliz828
somewhat,english,feliz828
,english,fellatia69
,french,fellatia69
,chinese_(mandarin),fellatia69
somewhat,english,femiiiiii
fluently,chinese,femiiiiii
,english,fengyingtw
fluently,chinese_(mandarin),fengyingtw
fluently,chinese,fenshia
somewhat,english,fenshia
fluently,english,ferasq
somewhat,chinese,ferasq
somewhat,arabic,ferasq
somewhat,french,ferasq
,english,ferrieinthewind
,chinese_(mandarin),ferrieinthewind
,c++,ferrieinthewind
,chinese_(mandarin),festal1987
,english,festal1987
,english,fev01
,english,ff5454
fluently,english,ffelixx
fluently,german,ffelixx
somewhat,chinese,ffelixx
somewhat,french,ffelixx
somewhat,spanish,ffelixx
somewhat,english,ffm123cindy
fluently,chinese,ffm123cindy
fluently,english,ffooxxman
,chinese_(mandarin),ffooxxman
,chinese_(mandarin),fifi227
,english,fifi227
fluently,english,filipinamania
somewhat,chinese,filipinamania
fluently,tagalog,filipinamania
fluently,english,findthemagic
fluently,chinese,findthemagic
,chinese_(mandarin),fion88
somewhat,english,fion88
,english,firemanlin
,english,firerainy
fluently,chinese_(mandarin),firerainy
fluently,english,firewindshadow
fluently,chinese,firewindshadow
,english,firewoodforest
,chinese,fishsun
,english,fishsun
,korean,fishsun
,english,fishvicky
fluently,english,fitn2015
,english,fiupauser
fluently,english,fkuo6
fluently,french,fkuo6
fluently,chinese,fkuo6
,english,flaneuses
somewhat,french,flaneuses
fluently,english,flophil
somewhat,chinese,flophil
fluently,french,flophil
,english,floraaaaaaa
,chinese,floraaaaaaa
,english,floxrudem
,english,flyatddd
,chinese,flyatddd
,english,flyfly-o-matic
,english,flyindanz
,english,flyinghoney
,english,flyinlove
,chinese,flyinlove
,english,flyn_t
,chinese_(mandarin),flyn_t
,english,flywithbirds
,german,flywithbirds
,english,foodisbae114
,chinese,foodisbae114
,english,formosa
fluently,english,forthelulzofit
fluently,english,fotzyy2
fluently,chinese,fotzyy2
fluently,japanese,fotzyy2
somewhat,spanish,fotzyy2
,english,foxtrot_themask
somewhat,english,frances56tw
fluently,chinese,frances56tw
fluently,english,frank0728
fluently,chinese,frank0728
fluently,english,frank98121sea
somewhat,chinese,frank98121sea
,english,fransuzc
,english,freakysamyi
,chinese,freakysamyi
,english,fred79828
,english,freddyf03
,chinese,freedomright
,english,freedomright
,english,freeheartchrisy
,english,fremalyn
,tagalog,fremalyn
,chinese,fremalyn
fluently,english,french06asaurus
fluently,french,french06asaurus
fluently,spanish,french06asaurus
fluently,english,frenchtaipei
fluently,french,frenchtaipei
somewhat,german,frenchtaipei
somewhat,chinese,frenchtaipei
somewhat,other,frenchtaipei
,english,freya_frederica
,chinese,freya_frederica
,chinese_(mandarin),frgogo
somewhat,english,frgogo
,chinese_(mandarin),funfunday
,japanese,funfunday
,english,funfunday
fluently,english,funisanart
somewhat,french,funisanart
somewhat,spanish,funisanart
somewhat,ancient_greek,funisanart
somewhat,latin,funisanart
,english,funkymango13
somewhat,english,funnyjie
fluently,chinese,funnyjie
,english,funtpe
,english,fuyuintaichung
,chinese_(mandarin),fuyuintaichung
,english,g803172000
,chinese_(mandarin),g803172000
,english,gaelfoster
,chinese,garbartaiwan
,english,garbartaiwan
,english,garychen1990
,english,garyteotzehan
fluently,chinese,gavinjfc
,english,gbbc35611
,chinese,gbbc35611
,english,gcups
somewhat,chinese_(mandarin),gcups
,english,geetee11
,chinese,gemma_zo
somewhat,english,gemma_zo
,english,gemmabini
,tagalog,gemmabini
somewhat,english,geneng15
fluently,chinese,geneng15
,chinese,geoff_hsu
,english,geoff_hsu
,english,georgeka_taco
,english,gerlie33
,english,gessyka44
fluently,english,gfd1
somewhat,chinese,gfd1
somewhat,japanese,gfd1
,english,gg9999asaurus
,english,ggg1356114
,chinese,ggg1356114
,english,ggyy101370373
,chinese,ggyy101370373
,english,ghenethecat
,english,gianat_91
,chinese,gianat_91
,spanish,gianat_91
fluently,english,gigaluegy
fluently,chinese,gigaluegy
,chinese,gigi1234tron
somewhat,english,gigi1234tron
,english,gillybean28
,chinese,gillybean28
,chinese,gina-chang
fluently,chinese,ginalan
,english,ginalan
,english,ginnychen
,chinese,ginnychen
,english,ginwang
,english,giraffesforthewn
,english,giraffezebra
fluently,english,gliu90
fluently,chinese_(mandarin),gliu90
,english,go4itxo
somewhat,chinese_(mandarin),go4itxo
,english,gobugi
,english,gogogo911
,english,gogooothecat
,english,goh10
,chinese,golajane
,english,goldensmilemania
fluently,english,goldmarlboro
fluently,chinese,goldmarlboro
,english,goldn08
fluently,english,goldxman
fluently,chinese,goldxman
somewhat,malay,goldxman
fluently,english,gombatwombat
somewhat,chinese,gombatwombat
somewhat,japanese,gombatwombat
fluently,finnish,gombatwombat
,english,gonzalobic
,english,goodlightbearer
,chinese_(mandarin),goodlightbearer
,indonesian,goodlightbearer
,english,goodmode_
,english,goth-head
,chinese,goth-head
,english,goyah
,chinese_(mandarin),goyah
,turkish,goyah
,english,grace-chen_taco
,english,grace51987
,english,gracedance
somewhat,english,gracelinnn
fluently,chinese,gracelinnn
fluently,english,gracewithg
fluently,chinese_(mandarin),gracewithg
,english,graciaswu
,chinese,graciaswu
,english,gracyshih
,chinese_(mandarin),gracyshih
somewhat,english,grandpiano74
fluently,chinese,grandpiano74
fluently,english,grayscalerainbow
somewhat,chinese,grayscalerainbow
,japanese,grayscalerainbow
,english,greenboy_26
,english,greg426
,chinese,greg426
fluently,english,gregarious_88
somewhat,chinese_(mandarin),gregarious_88
,english,greghsu
fluently,chinese,greghsu
somewhat,thai,greghsu
,english,greglin
fluently,english,grimmychen
fluently,chinese_(mandarin),grimmychen
,english,groovergiy
fluently,chinese,groovergiy
fluently,japanese,groovergiy
somewhat,korean,groovergiy
somewhat,spanish,groovergiy
fluently,english,gsp1885
somewhat,hindi,gsp1885
fluently,chinese,gsp1885
,english,gtm2015
,english,guitoininder
,chinese_(mandarin),gummypearin
,english,gummypearin
somewhat,japanese,gummypearin
,english,guo-wei
somewhat,english,guyk08
fluently,french,guyk08
somewhat,chinese,guyk08
fluently,english,gvlion
fluently,spanish,gvlion
somewhat,chinese_(mandarin),gvlion
somewhat,english,gwagwameow
fluently,chinese,gwagwameow
,chinese_(mandarin),h23279
,english,h23279
somewhat,japanese,h23279
fluently,english,ha_di_ha
fluently,vietnamese,ha_di_ha
fluently,english,hagaibarak
fluently,hebrew,hagaibarak
fluently,chinese,hahaha12kimo
fluently,english,hahaha12kimo
somewhat,japanese,hahaha12kimo
fluently,english,hahahahh
fluently,chinese,hahahahh
somewhat,japanese,hahahahh
somewhat,german,hahahahh
,chinese,hahahayayasong
,english,hailinghsu
,chinese,hailinghsu
somewhat,english,han280323
fluently,chinese_(mandarin),han280323
,english,hana7333
,chinese,hana7333
fluently,english,handolkim
fluently,chinese_(mandarin),handolkim
fluently,french,handolkim
somewhat,korean,handolkim
somewhat,japanese,handolkim
,english,handy_stiawan
,english,hani007_taco
,english,hanin82223
,chinese,hanna0519
,english,hanna0519
,english,hannah_raye
,english,hannahhuang
,chinese_(mandarin),hannahhuang
,english,hannahliu1030
fluently,chinese,hannahqq
,english,hannahqq
somewhat,japanese,hannahqq
somewhat,spanish,hannahqq
,english,hannahzoo
,chinese_(mandarin),hannahzoo
,english,happidaz
,chinese,happidaz
,chinese,happiness515
,english,happiness515
somewhat,english,happy85432
fluently,chinese,happy85432
somewhat,japanese,happy85432
somewhat,german,happy85432
,english,happycyclone
,english,happyforever16
fluently,french,happymantw
fluently,english,happymantw
fluently,english,haribonn
fluently,german,haribonn
,english,harrychen35
,chinese_(cantonese),harrylin25
,english,harveyheller
,spanish,harveyheller
,german,harveyheller
somewhat,english,hattychen
fluently,chinese,hattychen
somewhat,japanese,hattychen
,chinese,hayato0568
,english,hayato0568
fluently,english,hayleyism
fluently,chinese,hayleyism
,english,hazel_39
somewhat,chinese,hazel_39
,chinese,hcyc
,english,hcyc
,english,heart06thecat
,english,heathered85
,english,hedylim
,english,heidiliu225
,chinese,heidiliu225
somewhat,spanish,heidiliu225
,english,helen668
,english,helenkittykitty
,english,hello_spriggy
,chinese,hello_spriggy
,chinese,hellofromhsu
,english,hellofromhsu
,chinese,hellolinkinpark
,english,hellolinkinpark
fluently,english,hellotaiwan
somewhat,chinese,hellotaiwan
somewhat,english,helloting
fluently,chinese,helloting
fluently,chinese,hengpin
somewhat,english,hengpin
,english,hengyilee
,chinese,hengyilee
,chinese_(mandarin),henhci
fluently,english,henryting
fluently,chinese,henryting
somewhat,japanese,henryting
,english,henryyyy12
,english,heresiarchus
fluently,english,heroesnaruto
fluently,tagalog,heroesnaruto
fluently,chinese,heyeileen
somewhat,english,heyeileen
,english,heyhahaha
,english,heyheyareyouok
fluently,english,heym1ng
fluently,french,heym1ng
somewhat,chinese,heym1ng
,english,heyyyyyyy1234
,french,heyyyyyyy1234
,swedish,heyyyyyyy1234
,english,hfsay56788
fluently,chinese,hgyichieh
somewhat,english,hgyichieh
,english,hhchen1023
somewhat,german,hhchen1023
,chinese,hhchen1023
,english,hhhh8888x
,english,hi065
