,birthDateDay,birthDateMonth,birthDateYear,bodytype,cats,childrenHave,childrenWant,diet,dogs,drinking,drugs,educationModifier,educationValue,gender,heightCm,locationCountryCode,locationFormatted,monogamous,orientation,religionModifier,religionValue,sign,smoking,status,username,weed,lat,long,minAge,maxAge,language,Ethnicity,age,sexPreference
1011,16,5,1993,thin,has_cats,doesnt_have,,,,not_at_all,never,,university,woman,166,tw,taipei,,straight,,,taurus,no,single,yan40540,,25.17285997,121.4568006,18,35,,asian,23,man
1012,9,7,1984,average_build,,doesnt_have,wants,,,socially,,,university,man,175,tw,taipei,monogamous,straight,,atheism,,,single,adaminamada,,25.10804892,121.4568742,24,30,english,white,32,woman
1013,16,1,1984,,,,,,,,,,,man,187,tw,taipei,,straight,,,,,single,brkavd,,25.1034554,121.4572017,18,40,,,32,woman
1014,18,8,1979,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,ambertrishumay,,25.01501906,121.457259,25,40,,,37,man
1015,23,7,1996,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,morden-tcg,,24.97651199,121.4575837,18,32,,,20,woman
1016,2,11,1982,,,,,,,socially,never,,,woman,0,tw,taipei,,straight,,,,no,single,lindinda1102,,24.83884595,121.4578153,32,54,,,34,man
1017,1,3,1983,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,pisces,no,single,monimonique1,,25.06357584,121.4582839,33,42,,asian,33,man
1018,10,1,1986,,,,,,,socially,never,,,woman,0,tw,taipei,,straight,and_its_important,buddhism,libra,no,single,alicelibra,,25.21814879,121.4585086,23,42,chinese,,31,man
1019,11,9,1987,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,lauraclaura,,25.01478178,121.4589629,26,40,,,29,man
1020,23,2,1992,,,,,,,socially,never,,university,woman,160,tw,taipei,,straight,,,pisces,no,single,chitan8123,,25.00753987,121.4598712,19,34,,,24,man
1021,22,4,1987,jacked,,,,,,socially,,,university,man,160,tw,taipei,,straight,and_its_important,atheism,,no,seeing_someone,tepid_pot,,25.06758964,121.4599846,18,30,english,,29,woman
1022,18,10,1997,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,jing_hong,,25.18680975,121.4601636,18,26,,,19,woman
1023,17,1,1977,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,miltpe77,,25.0001511,121.4606233,26,64,,,39,woman
1024,18,7,1992,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,might721,,25.02348493,121.4607756,22,32,,,24,man
1025,14,11,1986,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,puchiyen,,25.04189217,121.4608039,29,40,,,30,man
1026,4,8,1983,,,,,,,socially,never,,,man,0,tw,taipei,,straight,,,,no,single,hiimfuji,,24.9829636,121.4609824,18,52,,,33,woman
1027,13,4,1984,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,syl0413,,25.03699586,121.4612601,30,38,,,32,man
1028,30,8,1967,fit,,has,,,,socially,never,,university,man,172,tw,taipei,,straight,,,,yes,open_relationship,joyfree_,,25.05037172,121.4616532,40,50,chinese_(mandarin),asian,49,woman
1029,12,12,1990,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,no,single,abbyend,,25.05821058,121.4622522,20,36,,,26,man
1030,23,3,1994,,,doesnt_have,might_want,,has_dogs,socially,never,working_on,university,man,0,tw,taipei,,gay,,,aries,no,single,joeycl,,24.98045763,121.462599,22,35,english,asian,22,everyone
1031,23,11,1983,,,,,,,often,,,,woman,170,tw,taipei,,straight,,,,no,single,igolalalala,,25.23793254,121.4626431,28,43,,,33,man
1032,15,8,1977,,,,,,,often,,,university,man,0,tw,taipei,,straight,,,leo,yes,single,max1977ok,,24.89720201,121.4627778,26,64,english,,39,woman
1033,4,9,1977,average_build,,,,,,socially,never,,university,woman,0,tw,taipei,monogamous,straight,,,virgo,no,single,9refresh,,25.04533473,121.4628627,36,42,,,39,man
1034,17,2,1990,fit,,,,omnivore,,socially,never,,post_grad,woman,162,tw,taipei,,straight,,,aquarius,,single,julialo,,24.97601599,121.4631541,20,38,,,26,man
1035,6,8,1988,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,kris_tof_88,,25.05043085,121.4632529,21,42,,,28,woman
1036,11,1,1989,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,littlejjesi,,25.07026378,121.463386,24,35,,,28,man
1037,2,5,1978,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,mangostem,,25.31967689,121.463386,20,40,,,38,woman
1038,13,9,1952,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,duckuncle,,24.6476425,121.4634851,39,99,,,64,woman
1039,14,7,1988,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,qmo2021,,25.01092503,121.463767,21,42,,,28,woman
1040,20,6,1985,fit,,doesnt_have,might_want,omnivore,,socially,never,,post_grad,man,175,tw,taipei,,bisexual,but_its_not_important,atheism,,no,single,veblen_goods,,24.99577352,121.4639417,25,38,,other,31,everyone
1041,20,2,1990,average_build,,,,,,socially,sometimes,,university,man,183,tw,taipei,,straight,,other,pisces,,single,rad_le_ox,,25.07451856,121.4640443,22,48,,white,26,woman
1042,31,3,1990,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,skywalkerc3,,25.08455526,121.4643279,18,35,english,,26,woman
1043,29,1,1995,,,,,,,socially,,,,woman,0,tw,taipei,,straight,,,,sometimes,seeing_someone,elisaschwarz,,25.09529782,121.4643438,18,40,chinese,asian,21,man
1044,24,7,1974,,,,,,,,never,,,woman,170,tw,taipei,monogamous,straight,,,,,single,koalabluebear,,24.80015937,121.4644167,37,47,,,42,man
1045,20,8,1973,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,rrd45,,25.00509982,121.4644167,22,50,,,43,woman
1046,19,11,1984,fit,,,,omnivore,,socially,never,,,man,178,tw,beitou,,straight,,catholicism,,no,single,luisluis333,,25.07988178,121.4647162,19,48,,white,32,woman
1047,27,4,1992,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,ginnychen,,25.08806895,121.4648351,25,34,,,24,man
1048,25,3,1984,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,ta0325,,25.00567628,121.4650084,23,50,,,32,man
1049,3,3,1990,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,joanne7979,,25.35347642,121.4651032,20,38,,,26,man
1050,14,11,1974,average_build,,,,omnivore,,socially,never,,post_grad,woman,160,tw,taipei,,straight,,,,no,single,taani_cat,,24.96341924,121.4654268,37,45,chinese,asian,42,man
1051,24,3,1990,curvy,,doesnt_have,might_want,,,not_at_all,never,,university,woman,162,tw,taipei,monogamous,straight,,,,no,single,mams790324,,24.92782341,121.4656437,26,32,,asian,26,man
1052,28,1,1980,thin,,doesnt_have,wants,omnivore,,socially,never,,post_grad,woman,160,tw,taipei,monogamous,straight,but_its_not_important,agnosticism,aquarius,no,single,islewander,,25.05651148,121.465937,30,42,english,asian,36,man
1053,28,3,1983,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,alialicehuang,,25.03465279,121.4659793,23,52,,,33,man
1054,22,4,1991,average_build,,,,omnivore,,socially,never,,university,woman,160,tw,taipei,monogamous,straight,,,,no,single,ppp1991,,24.97825235,121.4663277,19,38,chinese,asian,25,man
1055,20,10,1986,fit,,,,omnivore,,socially,never,,post_grad,man,178,tw,taipei,,straight,,,libra,,single,joshhavefun,,25.1111395,121.4664685,18,35,,asian,30,woman
1056,2,3,1994,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,wenmin_032,,24.95102691,121.4665896,18,28,,,22,man
1057,22,11,1981,rather_not_say,,,,,,socially,never,,post_grad,woman,164,tw,taipei,,straight,,,scorpio,no,single,lynncooper,,25.06275635,121.4665896,30,36,chinese,asian,35,man
1058,11,6,1985,,,,,,,,never,,,man,171,tw,taipei,,straight,,,,,single,deya85,,24.97793514,121.4668867,21,44,,white,31,woman
1059,16,8,1990,fit,,,,,,socially,never,,,man,178,tw,taipei,,straight,,,,,single,wayne816,,25.02263658,121.4670016,18,35,english,asian,26,woman
1060,19,7,1996,,,doesnt_have,,,,,never,,university,woman,0,tw,taipei,,straight,,,cancer,no,single,margaretweiwei,,25.02723294,121.4676824,18,26,chinese,,20,man
1061,3,12,1990,fit,,,,,,,,,,man,120,tw,taipei,,straight,,,,,single,adam123adam123ad,,25.02549162,121.4677069,18,37,,white,26,woman
1062,24,6,1997,,,,,,,socially,never,,,woman,160,tw,taipei,,straight,,,,no,single,joan624lftl,,25.0329636,121.4678658,20,26,chinese_(mandarin),asian,19,man
1063,23,3,1973,,has_cats,has,,vegan,has_dogs,not_at_all,never,working_on,university,woman,155,tw,taipei,,straight,,,aries,no,single,lezahasaurus,,25.03848846,121.4681624,40,60,chinese_(mandarin),asian,43,man
1064,4,4,1989,thin,,,,omnivore,has_dogs,socially,never,,university,woman,160,tw,taipei,monogamous,straight,but_its_not_important,buddhism,,no,single,mandywang0404,,24.95333831,121.4681699,18,35,chinese,asian,27,man
1065,12,7,1980,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,ikabana,,25.09653748,121.4683804,25,42,,,36,woman
1066,21,3,1977,,,,,,,socially,never,,university,man,0,tw,taipei,,straight,,,aries,no,single,maxxtw,,25.01745972,121.4684571,22,45,,,39,woman
1067,16,8,1982,a_little_extra,has_cats,doesnt_have,wants,omnivore,,socially,,,university,man,188,tw,taipei,monogamous,straight,and_laughing_about_it,christianity,leo,yes,single,taiwancecil,,25.03977559,121.4685001,24,44,,white,34,woman
1068,13,8,1994,thin,,doesnt_have,,omnivore,has_dogs,not_at_all,never,,university,woman,158,tw,taipei,,bisexual,,,leo,no,single,wei_taiwan,,24.98663592,121.4685276,22,35,chinese_(mandarin),asian,22,everyone
1069,3,1,1988,average_build,,doesnt_have,might_want,,,socially,never,,post_grad,woman,166,tw,taipei,monogamous,straight,,atheism,capricorn,no,single,roseline5,,25.05249485,121.4688084,29,40,english,asian,29,man
1070,18,8,1992,average_build,,,,,has_dogs,,never,,university,woman,171,tw,taipei,,straight,,,leo,no,single,wonkaholic,,24.98332856,121.4689638,24,36,english,asian,24,man
1071,6,7,1981,average_build,,,,,,socially,never,,post_grad,man,171,tw,taipei,,gay,and_its_important,other,cancer,no,single,coketea,,24.89372309,121.4693484,27,45,english,asian,35,everyone
1072,10,9,1987,thin,,doesnt_have,,,,,never,,,woman,160,tw,taipei,,straight,,,virgo,no,single,bibivi,,25.08869115,121.4695364,20,36,chinese,asian,29,man
1073,18,1,1980,fit,,doesnt_have,might_want,,,often,never,working_on,university,man,174,tw,taipei,monogamous,straight,,,pisces,no,single,chung-ji,,25.05574264,121.4695662,18,56,chinese,asian,36,woman
1074,24,4,1980,fit,,doesnt_have,,omnivore,,socially,never,,post_grad,man,174,tw,taipei,,straight,,,taurus,no,single,wawrinkac,,25.22512046,121.4699212,18,40,english,asian,36,woman
1075,15,10,1979,average_build,,,,omnivore,,socially,never,,post_grad,man,169,tw,taipei,,straight,,,libra,no,single,ofeyhsieh,,24.73360054,121.4700921,23,32,chinese,asian,37,woman
1076,15,11,1989,,,,,,,,,,,man,0,tw,tu-cheng,,straight,,,,,single,williamdone,,24.95303358,121.4706871,20,40,,,27,woman
1077,9,2,1995,,,,,,,socially,never,,,woman,0,tw,taipei,,straight,,,,no,single,sandyliu0209,,25.07887465,121.4707522,18,28,,asian,21,man
1078,14,10,1990,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,s5273,,25.10359557,121.4707522,20,38,,,26,woman
1079,16,8,1977,,has_cats,doesnt_have,,,,socially,never,,university,woman,0,tw,taipei,,straight,,,leo,no,single,tata_tatathecat,,25.00006886,121.4712239,18,88,chinese,asian,39,man
1080,11,2,1989,,,,,,,often,never,,,woman,0,tw,taipei,,straight,,,,sometimes,single,hsuan0211,,25.05486141,121.4717404,20,40,chinese_(mandarin),asian,27,man
1081,19,6,1988,thin,,,,omnivore,,socially,never,,post_grad,man,166,tw,san-chung,,straight,,,gemini,,single,teng_,,25.17526689,121.4718162,18,38,chinese,asian,28,woman
1082,19,6,1980,,has_cats,doesnt_have,wants,,,socially,never,,university,woman,0,tw,taipei,,straight,,,,no,single,chenglichia,,25.11077817,121.4720416,30,42,chinese,asian,36,man
1083,6,6,1994,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,gemini,no,single,pompompurin0606,,25.01409568,121.4723004,23,44,,asian,22,man
1084,1,1,1968,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,irish4868,,25.09337695,121.4723004,50,65,,,49,man
1085,5,10,1977,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,arcularis,,25.09345266,121.4723004,28,36,,,39,woman
1086,26,9,1980,average_build,,doesnt_have,,,,socially,never,,university,man,185,tw,taipei,,straight,,,libra,no,single,t-bubble,,24.97956554,121.4726433,21,56,,white,36,woman
1087,25,7,1991,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,arrowwei,,25.06675452,121.4729413,19,36,,,25,woman
1088,30,3,1989,average_build,has_cats,,,,,socially,never,,,man,170,tw,taipei,,straight,,,,no,single,nicemeet_taco,,25.08774067,121.4731521,22,30,,,27,woman
1089,26,10,1980,fit,,,,,,often,,,,man,175,tw,taipei,,straight,,,scorpio,,single,braats,,25.0482017,121.4732963,24,38,english,white,36,woman
1090,13,8,1994,,,,,,has_dogs,,,,university,woman,166,tw,taipei,,straight,,,,,single,jing0813,,24.87343053,121.4734728,18,30,,,22,man
1091,19,5,1968,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,angiehsieh,,25.04536029,121.4739235,31,82,,,48,man
1092,16,9,1987,average_build,has_cats,,,omnivore,,socially,sometimes,,post_grad,man,175,tw,taipei,,straight,but_its_not_important,agnosticism,virgo,yes,single,mutinyofclowns,,24.92799122,121.4745177,20,38,,other,29,woman
1093,26,12,1985,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,jimmylin_,,24.99657862,121.4745177,22,46,,,31,woman
1094,8,6,1987,a_little_extra,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,knoxville345,,25.0329636,121.4745177,21,33,,,29,woman
1095,8,9,1988,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,theariellin,,25.11025829,121.4745177,21,42,,,28,man
1096,4,12,1983,,,,,,,socially,never,,,man,178,tw,taipei,,straight,,,,no,single,vnace,,25.03434482,121.474701,19,40,,,33,woman
1097,2,2,1987,fit,,doesnt_have,might_want,omnivore,,often,sometimes,,university,man,179,tw,taipei,non_monogamous,straight,,christianity,,sometimes,single,johntpe,,25.04393252,121.4747141,18,35,,white,29,woman
1098,31,12,1975,fit,has_cats,,,vegan,,socially,never,,,man,188,tw,taipei,,straight,,,capricorn,no,single,crazyhorse75,,25.00561985,121.4747752,25,40,english,white,41,woman
1099,11,8,1989,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,pedroiast,,25.09932861,121.4751655,20,40,,,27,woman
1100,4,1,1977,fit,,doesnt_have,,,,socially,never,,university,woman,160,tw,taipei,,straight,,,capricorn,no,single,justine_huang,,25.03722799,121.4755085,30,55,,asian,40,man
1101,18,8,1986,fit,,doesnt_have,,,,socially,never,,post_grad,man,183,tw,taipei,,straight,,,,no,single,iamjustahuman,,25.00266057,121.4756309,18,35,,white,30,woman
1102,29,10,1998,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,robert_1029,,24.95940038,121.4757716,18,28,,,18,woman
1103,3,9,1983,,,,,,,,never,,,woman,157,tw,taipei,,straight,,,,,single,quantynn,,25.01693154,121.4757716,18,42,chinese,asian,33,man
1104,11,11,1994,,,,,,,socially,never,,,woman,170,tw,taipei,,straight,,buddhism,,no,single,yanlexin,,25.11250905,121.4758435,20,33,chinese,asian,22,man
1105,27,12,1985,fit,,,,,,socially,never,,,man,177,tw,taipei,,straight,,,capricorn,no,single,asteroid1985,,25.04626147,121.4762376,19,36,english,white,31,woman
1106,6,12,1994,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,odeliamania,,24.99936145,121.476767,22,32,,,22,man
1107,12,8,1990,fit,,,,,,socially,never,,university,man,183,tw,taipei,,straight,,,,no,single,ai10nelson,,25.04035276,121.4769146,21,26,,asian,26,woman
1108,7,3,1981,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,greglin,,25.06829929,121.4770647,24,35,,,35,woman
1109,15,1,1985,,,,,,,,never,,,woman,147,tw,taipei,,straight,,christianity,,,seeing_someone,darlinchui,,25.05645353,121.4771915,33,55,,asian,31,man
1110,21,3,1995,fit,,,,omnivore,,socially,never,,university,man,183,tw,taipei,monogamous,straight,,christianity,,no,single,kiwicameron,,25.11144461,121.4773642,18,23,,white,21,woman
1111,12,12,1994,,,doesnt_have,might_want,,,socially,never,working_on,university,man,180,tw,taipei,,straight,,,,no,single,howard1207,,25.0201729,121.4775607,18,28,chinese_(mandarin),asian,22,woman
1112,24,12,1973,,,doesnt_have,might_want,,,socially,,,,woman,166,tw,taipei,,straight,,,,no,single,yannyannyann,,25.03663332,121.4778356,33,55,chinese,asian,43,man
1113,13,9,1989,fit,,,,,,socially,never,,university,man,172,tw,taipei,monogamous,straight,,,,no,single,kai-yuanchen,,25.04940196,121.4778356,19,35,english,asian,27,woman
1114,27,10,1984,thin,,doesnt_have,wants,,,socially,never,,university,woman,0,tw,taipei,monogamous,straight,,,scorpio,no,single,yisan123,,25.03033893,121.4780068,23,50,,asian,32,man
1115,15,6,1979,overweight,,doesnt_have,wants,,,socially,never,,,woman,0,tw,taipei,monogamous,straight,,,gemini,yes,single,aguis615,,25.07026378,121.4781928,33,45,,asian,37,man
1116,28,1,1980,average_build,has_cats,,,omnivore,,socially,never,,two_year_college,woman,158,tw,taipei,,straight,,,,no,single,ryouko-liao,,25.09418809,121.479007,35,42,chinese,asian,36,man
1117,18,2,1992,fit,,doesnt_have,,,,socially,never,,university,woman,150,tw,taipei,,straight,,,aquarius,no,seeing_someone,something0218,,24.98574138,121.4793734,25,40,,asian,24,man
1118,20,5,1989,thin,,doesnt_have,,,,not_at_all,never,working_on,university,man,168,tw,taipei,,bisexual,,,taurus,no,single,nickichang,,25.0095261,121.4794053,20,50,,asian,27,everyone
1119,27,12,1986,,,,,,,socially,never,,,woman,0,tw,taipei,,straight,,,,no,single,nico3988,,25.19108326,121.4794053,28,42,chinese,,30,man
1120,6,7,1987,a_little_extra,,,,,,socially,never,,,man,0,tw,taipei,,straight,,,,no,single,email81227,,25.0529636,121.4794893,18,30,chinese_(mandarin),,29,woman
1121,4,3,1994,,,,,,,,,working_on,university,woman,0,tw,taipei,,straight,,,,,single,yujie_chiu,,24.95653048,121.4795682,18,30,,,22,man
1122,1,11,1988,,,,,,,,,,,man,184,tw,taipei,,straight,,,,,single,pphillan,,25.07266583,121.4799161,18,34,,,28,woman
1123,3,3,1991,,,,,,,socially,never,,,man,181,tw,taipei,,straight,,,,sometimes,single,easonlan,,25.0329636,121.4799567,19,36,,,25,woman
1124,13,6,1984,,,doesnt_have,doesnt_want,omnivore,,not_at_all,,,post_grad,woman,160,tw,taipei,,gay,,,gemini,no,single,adornofangirl,,25.04450206,121.4803204,22,60,,,32,everyone
1125,8,8,1995,thin,has_cats,doesnt_have,wants,omnivore,,not_at_all,never,working_on,university,woman,155,tw,taipei,monogamous,straight,,,leo,no,single,yukikuran,,24.97713836,121.4804466,21,30,chinese_(mandarin),asian,21,man
1126,17,10,1984,,,,,,,socially,never,,,woman,0,tw,taipei,,straight,,,,,single,wl_claire,,24.85931091,121.4807273,30,40,,asian,32,man
1127,1,5,1984,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,alisamba,,25.04362711,121.4807981,26,64,,,32,woman
1128,19,4,1982,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,camiiiii_l,,25.07691964,121.4808281,24,54,,,34,man
1129,23,12,1993,,,,,,,socially,never,,,man,0,tw,taipei,,straight,,,,no,single,dain565566,,25.00053117,121.4809198,18,30,english,,23,woman
1130,14,1,1982,,,doesnt_have,,,,not_at_all,never,,,woman,157,tw,taipei,,straight,and_its_important,christianity,capricorn,no,single,cherryjudy1982,,24.82728984,121.4809824,40,55,,asian,35,man
1131,2,3,1987,,,doesnt_have,wants,,,socially,never,,university,woman,0,tw,taipei,,straight,,,,no,single,alicepear,,25.05860463,121.4811131,27,36,,,29,man
1132,13,9,1982,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,sophiatseng,,24.99498892,121.4811571,24,54,,,34,man
1133,10,9,1989,,,,,,,socially,never,,,woman,0,tw,taipei,,straight,,,,,single,afrading,,24.95669241,121.4812379,20,40,,,27,man
1134,31,10,1983,,,,,,,not_at_all,,,,woman,160,tw,taipei,,straight,,,scorpio,no,single,mina759,,25.03098732,121.4820935,28,42,,,33,man
1135,29,6,1971,,,doesnt_have,,,,not_at_all,never,,,woman,160,tw,taipei,,straight,,other,,no,single,ivychiang,,24.99450206,121.4823322,29,76,,asian,45,man
1136,18,6,1990,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,tentenchen,,24.98825772,121.4825081,20,38,,,26,woman
1137,11,4,1988,fit,,,,,,socially,never,,post_grad,man,175,tw,taipei,monogamous,straight,,,aries,no,single,chenpohan0411,,25.06619623,121.48272,25,32,chinese,asian,28,woman
1138,23,1,1978,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,lliittlloothecat,,25.07228944,121.48272,26,42,,,38,woman
1139,25,5,1981,curvy,,,,,,socially,,,university,woman,170,tw,taipei,,straight,,agnosticism,gemini,yes,single,amychang-taiwan,,25.08990804,121.4827601,25,48,chinese,asian,35,man
1140,29,11,1987,fit,,,,,,socially,,,,woman,162,tw,taipei,,straight,,,,,single,casperolipan,,25.08611321,121.4833497,21,42,english,,29,man
1141,12,7,1982,,,,,,,,,,,woman,155,tw,taipei,,straight,,,,no,single,juliettecaplet,,24.98688065,121.4840776,30,42,,,34,man
1142,22,10,1993,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,y1122331,,25.07525555,121.4842302,20,35,,asian,23,man
1143,9,4,1984,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,lisa_0125,,25.12000064,121.4845444,23,50,,,32,man
1144,8,6,1980,average_build,,,,,,,never,,,woman,163,tw,taipei,,straight,,,,,single,destinz,,25.00006886,121.4846187,30,45,,asian,36,man
1145,11,11,1979,fit,,doesnt_have,,omnivore,,socially,never,,university,woman,158,tw,taipei,,straight,,christianity,,no,single,chienhuiliao,,25.08629693,121.4847093,30,38,chinese,,37,man
1146,20,6,1968,average_build,,has,might_want,omnivore,,socially,never,,post_grad,man,170,tw,taipei,monogamous,straight,but_its_not_important,christianity,gemini,no,single,slkl001,,25.1385974,121.4847352,40,50,english,asian,48,woman
1147,18,11,1980,fit,,,,omnivore,,socially,never,,space_camp,man,175,tw,taipei,,straight,and_laughing_about_it,other,,sometimes,single,cousinofmorgus,,25.00092088,121.4853163,21,45,english,asian,36,woman
1148,16,3,1992,,,,,,,not_at_all,never,,university,woman,155,tw,taipei,,straight,,,pisces,no,single,anohjmisaki,,25.06485136,121.4855789,25,27,,asian,24,man
1149,7,5,1986,fit,,doesnt_have,,omnivore,,socially,never,working_on,university,man,178,tw,taipei,,straight,and_its_important,buddhism,taurus,no,single,icemankm,,25.0329636,121.4856396,22,35,english,asian,30,woman
1150,25,11,1997,,,,,,has_dogs,,,,,woman,0,tw,taipei,,straight,,,,,single,nices010203,,25.03897562,121.4856926,18,26,,,19,man
1151,25,11,1977,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,yichichen123,,25.10136305,121.4862762,26,62,,,39,man
1152,23,9,1991,,,,,omnivore,,socially,never,,post_grad,man,168,tw,taipei,monogamous,straight,but_its_not_important,christianity,,no,single,tittothomas,,24.97898633,121.4864247,20,30,english,indian,25,woman
1153,24,3,1976,average_build,,doesnt_have,,omnivore,has_dogs,socially,never,,university,woman,154,tw,taipei,monogamous,straight,,,aries,no,single,shirleycho,,25.07897587,121.4865806,40,45,,,40,man
1154,20,5,1971,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,liangwenhui,,24.87258624,121.4868315,39,51,,,45,woman
1155,28,10,1977,,,,,vegetarian,,socially,never,,,woman,166,tw,taipei,,straight,,,,no,single,lollolred,,25.01971059,121.486877,39,45,,,39,man
1156,21,3,1984,average_build,has_cats,doesnt_have,might_want,omnivore,,socially,never,,university,man,173,tw,taipei,,straight,,,aries,no,single,addbow,,24.61548787,121.4869954,18,40,chinese,asian,32,woman
1157,28,8,1979,average_build,,doesnt_have,,omnivore,has_dogs,socially,never,,,man,178,tw,taipei,,straight,,,virgo,no,single,barlasung,,25.10330581,121.4869954,26,35,,asian,37,woman
1158,6,6,1988,a_little_extra,,,,,,,never,,,woman,170,tw,hsin-chuang,,straight,,,,,single,shaonvshidai,,24.99622974,121.4871989,21,42,,,28,man
1159,27,4,1989,,,,,,,often,,,university,woman,0,tw,taipei,,straight,,,,,single,afo02e,,24.98107681,121.4872145,30,40,,asian,27,man
1160,7,5,1988,thin,,,,vegetarian,,socially,never,,university,woman,158,tw,taipei,,straight,,,taurus,no,single,alicewu340,,24.8701729,121.4872375,20,38,chinese,asian,28,man
1161,19,1,1993,,,,,,,,never,,,woman,153,tw,taipei,,straight,,,capricorn,,single,jeanmikachen,,25.11677863,121.487378,20,32,chinese,,23,man
1162,18,10,1987,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,webberhou,,25.10498006,121.4875825,21,44,,,29,woman
1163,5,9,1983,fit,,doesnt_have,,,,socially,never,,,woman,164,tw,taipei,,straight,,,,no,single,mandy123pop,,25.05489342,121.487649,27,45,,asian,33,man
1164,9,2,1977,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,loverdoctor1,,25.12414007,121.4877066,26,64,,,39,woman
1165,23,9,1956,thin,,,,,,often,never,,,man,172,tw,taipei,,straight,,,,,single,formosa,,25.0074534,121.4878406,34,62,,,60,woman
1166,7,1,1990,average_build,,,,,,socially,never,,post_grad,man,166,tw,taipei,,straight,,,,no,single,hotdogyann,,24.96089153,121.487962,20,38,chinese,asian,27,woman
1167,11,12,1987,,,,,,,,never,,,woman,150,tw,taipei,,straight,,,,no,single,coolmayellow,,25.0517136,121.4879857,28,32,,,29,man
1168,6,2,1983,fit,,,,,,socially,never,,,woman,160,tw,taipei,,straight,,,,no,single,chiang215,,24.76629693,121.4894034,28,40,,asian,33,man
1169,28,8,1975,,,,,,,socially,never,,,man,173,tw,taipei,,straight,,buddhism,virgo,sometimes,single,jungdavid,,24.98642105,121.4894034,27,66,,asian,41,woman
1170,14,8,1979,average_build,,doesnt_have,,omnivore,,socially,never,working_on,university,woman,0,tw,taipei,monogamous,straight,but_its_not_important,buddhism,leo,no,single,conniechen828,,24.88114842,121.4894173,35,45,,asian,37,man
1171,13,9,1996,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,quentincheng,,25.19010646,121.4895647,18,22,,,20,woman
1172,21,5,1996,,,,,,,socially,never,,,woman,161,tw,taipei,,straight,,,gemini,no,single,maggie_tsai,,24.95154398,121.4895841,18,25,chinese,,20,man
1173,3,2,1993,,,,,,,,,,,woman,166,tw,taipei,,straight,,,,,single,teresa_kao,,24.92313701,121.4897511,18,32,,,23,man
1174,15,3,1990,,,doesnt_have,,,,socially,never,,university,woman,166,tw,taipei,,straight,,,,no,single,that-lady,,25.0329636,121.4897965,25,39,chinese,,26,man
1175,3,10,1987,thin,,,,,,socially,never,,post_grad,woman,163,tw,taipei,,straight,,,libra,,single,shctsai,,25.05467127,121.4898254,28,33,english,,29,man
