id,lookingFor,metric,username
2,,Relationship,falan5402
3,,Relationship,falan5402
4,25,min_age,falan5402
5,45,max_age,falan5402
0,new_friends,Relationship,fanfanyi
1,20,min_age,fanfanyi
2,32,max_age,fanfanyi
0,new_friends,Relationship,fang-chia-lu
1,long_term_dating,Relationship,fang-chia-lu
2,short_term_dating,Relationship,fang-chia-lu
3,27,min_age,fang-chia-lu
4,33,max_age,fang-chia-lu
0,new_friends,Relationship,fangchunthecat
1,long_term_dating,Relationship,fangchunthecat
2,short_term_dating,Relationship,fangchunthecat
3,28,min_age,fangchunthecat
4,72,max_age,fangchunthecat
0,new_friends,Relationship,fannychang_68
1,long_term_dating,Relationship,fannychang_68
2,short_term_dating,Relationship,fannychang_68
3,22,min_age,fannychang_68
4,30,max_age,fannychang_68
0,new_friends,Relationship,fanuelwahjudi
1,long_term_dating,Relationship,fanuelwahjudi
2,short_term_dating,Relationship,fanuelwahjudi
3,casual_sex,Relationship,fanuelwahjudi
4,18,min_age,fanuelwahjudi
5,26,max_age,fanuelwahjudi
0,new_friends,Relationship,faustino888
1,long_term_dating,Relationship,faustino888
2,short_term_dating,Relationship,faustino888
3,18,min_age,faustino888
4,37,max_age,faustino888
0,new_friends,Relationship,fe7o
1,18,min_age,fe7o
2,99,max_age,fe7o
0,new_friends,Relationship,fecsvlove
1,33,min_age,fecsvlove
2,45,max_age,fecsvlove
0,new_friends,Relationship,feifei715
1,long_term_dating,Relationship,feifei715
2,35,min_age,feifei715
3,60,max_age,feifei715
0,new_friends,Relationship,feina-
1,long_term_dating,Relationship,feina-
2,30,min_age,feina-
3,45,max_age,feina-
0,new_friends,Relationship,feliciacia
1,long_term_dating,Relationship,feliciacia
2,short_term_dating,Relationship,feliciacia
3,21,min_age,feliciacia
4,44,max_age,feliciacia
0,new_friends,Relationship,feliz828
1,long_term_dating,Relationship,feliz828
2,short_term_dating,Relationship,feliz828
3,45,min_age,feliz828
4,70,max_age,feliz828
0,new_friends,Relationship,fellatia69
1,casual_sex,Relationship,fellatia69
2,22,min_age,fellatia69
3,55,max_age,fellatia69
0,new_friends,Relationship,femiiiiii
1,20,min_age,femiiiiii
2,38,max_age,femiiiiii
0,new_friends,Relationship,fengyingtw
1,long_term_dating,Relationship,fengyingtw
2,short_term_dating,Relationship,fengyingtw
3,45,min_age,fengyingtw
4,65,max_age,fengyingtw
0,new_friends,Relationship,fenshia
1,long_term_dating,Relationship,fenshia
2,35,min_age,fenshia
3,50,max_age,fenshia
0,new_friends,Relationship,ferasq
1,long_term_dating,Relationship,ferasq
2,27,min_age,ferasq
3,40,max_age,ferasq
0,new_friends,Relationship,ferrieinthewind
1,long_term_dating,Relationship,ferrieinthewind
2,short_term_dating,Relationship,ferrieinthewind
3,22,min_age,ferrieinthewind
4,36,max_age,ferrieinthewind
0,new_friends,Relationship,festal1987
1,long_term_dating,Relationship,festal1987
2,short_term_dating,Relationship,festal1987
3,21,min_age,festal1987
4,42,max_age,festal1987
0,new_friends,Relationship,fev01
1,long_term_dating,Relationship,fev01
2,short_term_dating,Relationship,fev01
3,23,min_age,fev01
4,52,max_age,fev01
0,new_friends,Relationship,ff5454
1,long_term_dating,Relationship,ff5454
2,short_term_dating,Relationship,ff5454
3,18,min_age,ff5454
4,40,max_age,ff5454
0,new_friends,Relationship,ffelixx
1,short_term_dating,Relationship,ffelixx
2,20,min_age,ffelixx
3,38,max_age,ffelixx
0,new_friends,Relationship,ffm123cindy
1,long_term_dating,Relationship,ffm123cindy
2,18,min_age,ffm123cindy
3,25,max_age,ffm123cindy
0,new_friends,Relationship,ffooxxman
1,long_term_dating,Relationship,ffooxxman
2,short_term_dating,Relationship,ffooxxman
3,24,min_age,ffooxxman
4,54,max_age,ffooxxman
0,new_friends,Relationship,fifi227
1,long_term_dating,Relationship,fifi227
2,short_term_dating,Relationship,fifi227
3,23,min_age,fifi227
4,50,max_age,fifi227
0,long_term_dating,Relationship,filipinamania
1,42,min_age,filipinamania
2,48,max_age,filipinamania
0,new_friends,Relationship,findthemagic
1,long_term_dating,Relationship,findthemagic
2,37,min_age,findthemagic
3,55,max_age,findthemagic
0,new_friends,Relationship,fion88
1,long_term_dating,Relationship,fion88
2,short_term_dating,Relationship,fion88
3,25,min_age,fion88
4,60,max_age,fion88
0,casual_sex,Relationship,firemanlin
1,20,min_age,firemanlin
2,38,max_age,firemanlin
0,new_friends,Relationship,firerainy
1,long_term_dating,Relationship,firerainy
2,short_term_dating,Relationship,firerainy
3,18,min_age,firerainy
4,30,max_age,firerainy
0,new_friends,Relationship,firewindshadow
1,long_term_dating,Relationship,firewindshadow
2,29,min_age,firewindshadow
3,40,max_age,firewindshadow
0,new_friends,Relationship,firewoodforest
1,long_term_dating,Relationship,firewoodforest
2,short_term_dating,Relationship,firewoodforest
3,23,min_age,firewoodforest
4,52,max_age,firewoodforest
0,new_friends,Relationship,fishsun
1,long_term_dating,Relationship,fishsun
2,short_term_dating,Relationship,fishsun
3,30,min_age,fishsun
4,40,max_age,fishsun
0,new_friends,Relationship,fishvicky
1,short_term_dating,Relationship,fishvicky
2,22,min_age,fishvicky
3,48,max_age,fishvicky
0,new_friends,Relationship,fitn2015
1,long_term_dating,Relationship,fitn2015
2,short_term_dating,Relationship,fitn2015
3,41,min_age,fitn2015
4,57,max_age,fitn2015
0,new_friends,Relationship,fiupauser
1,long_term_dating,Relationship,fiupauser
2,short_term_dating,Relationship,fiupauser
3,42,min_age,fiupauser
4,99,max_age,fiupauser
0,new_friends,Relationship,fkuo6
1,long_term_dating,Relationship,fkuo6
2,short_term_dating,Relationship,fkuo6
3,32,min_age,fkuo6
4,46,max_age,fkuo6
0,new_friends,Relationship,flaneuses
1,long_term_dating,Relationship,flaneuses
2,short_term_dating,Relationship,flaneuses
3,26,min_age,flaneuses
4,42,max_age,flaneuses
0,long_term_dating,Relationship,flophil
1,20,min_age,flophil
2,38,max_age,flophil
0,new_friends,Relationship,floraaaaaaa
1,long_term_dating,Relationship,floraaaaaaa
2,19,min_age,floraaaaaaa
3,30,max_age,floraaaaaaa
0,new_friends,Relationship,floxrudem
1,short_term_dating,Relationship,floxrudem
2,casual_sex,Relationship,floxrudem
3,21,min_age,floxrudem
4,44,max_age,floxrudem
0,new_friends,Relationship,flyatddd
1,long_term_dating,Relationship,flyatddd
2,short_term_dating,Relationship,flyatddd
3,26,min_age,flyatddd
4,32,max_age,flyatddd
0,new_friends,Relationship,flyfly-o-matic
1,24,min_age,flyfly-o-matic
2,35,max_age,flyfly-o-matic
0,new_friends,Relationship,flyindanz
1,long_term_dating,Relationship,flyindanz
2,short_term_dating,Relationship,flyindanz
3,33,min_age,flyindanz
4,49,max_age,flyindanz
0,new_friends,Relationship,flyinghoney
1,long_term_dating,Relationship,flyinghoney
2,short_term_dating,Relationship,flyinghoney
3,25,min_age,flyinghoney
4,60,max_age,flyinghoney
0,new_friends,Relationship,flyinlove
1,long_term_dating,Relationship,flyinlove
2,short_term_dating,Relationship,flyinlove
3,21,min_age,flyinlove
4,47,max_age,flyinlove
0,new_friends,Relationship,flyn_t
1,long_term_dating,Relationship,flyn_t
2,short_term_dating,Relationship,flyn_t
3,19,min_age,flyn_t
4,34,max_age,flyn_t
0,new_friends,Relationship,flywithbirds
1,long_term_dating,Relationship,flywithbirds
2,25,min_age,flywithbirds
3,40,max_age,flywithbirds
0,new_friends,Relationship,foodisbae114
1,long_term_dating,Relationship,foodisbae114
2,short_term_dating,Relationship,foodisbae114
3,18,min_age,foodisbae114
4,38,max_age,foodisbae114
0,new_friends,Relationship,formosa
1,long_term_dating,Relationship,formosa
2,34,min_age,formosa
3,62,max_age,formosa
0,new_friends,Relationship,forthelulzofit
1,21,min_age,forthelulzofit
2,40,max_age,forthelulzofit
0,new_friends,Relationship,fotzyy2
1,20,min_age,fotzyy2
2,40,max_age,fotzyy2
0,new_friends,Relationship,foxtrot_themask
1,long_term_dating,Relationship,foxtrot_themask
2,short_term_dating,Relationship,foxtrot_themask
3,21,min_age,foxtrot_themask
4,44,max_age,foxtrot_themask
0,new_friends,Relationship,frances56tw
1,35,min_age,frances56tw
2,60,max_age,frances56tw
0,new_friends,Relationship,frank0728
1,long_term_dating,Relationship,frank0728
2,25,min_age,frank0728
3,33,max_age,frank0728
0,new_friends,Relationship,frank98121sea
1,long_term_dating,Relationship,frank98121sea
2,short_term_dating,Relationship,frank98121sea
3,23,min_age,frank98121sea
4,33,max_age,frank98121sea
0,new_friends,Relationship,fransuzc
1,22,min_age,fransuzc
2,46,max_age,fransuzc
0,new_friends,Relationship,freakysamyi
1,long_term_dating,Relationship,freakysamyi
2,short_term_dating,Relationship,freakysamyi
3,25,min_age,freakysamyi
4,40,max_age,freakysamyi
0,new_friends,Relationship,fred79828
1,long_term_dating,Relationship,fred79828
2,short_term_dating,Relationship,fred79828
3,20,min_age,fred79828
4,38,max_age,fred79828
0,new_friends,Relationship,freddyf03
1,long_term_dating,Relationship,freddyf03
2,short_term_dating,Relationship,freddyf03
3,casual_sex,Relationship,freddyf03
4,18,min_age,freddyf03
5,46,max_age,freddyf03
0,new_friends,Relationship,freedomright
1,18,min_age,freedomright
2,32,max_age,freedomright
0,long_term_dating,Relationship,freeheartchrisy
1,48,min_age,freeheartchrisy
2,58,max_age,freeheartchrisy
0,new_friends,Relationship,fremalyn
1,long_term_dating,Relationship,fremalyn
2,short_term_dating,Relationship,fremalyn
3,21,min_age,fremalyn
4,44,max_age,fremalyn
0,long_term_dating,Relationship,french06asaurus
1,18,min_age,french06asaurus
2,29,max_age,french06asaurus
0,casual_sex,Relationship,frenchtaipei
1,18,min_age,frenchtaipei
2,45,max_age,frenchtaipei
0,new_friends,Relationship,freya_frederica
1,long_term_dating,Relationship,freya_frederica
2,short_term_dating,Relationship,freya_frederica
3,18,min_age,freya_frederica
4,28,max_age,freya_frederica
0,new_friends,Relationship,frgogo
1,long_term_dating,Relationship,frgogo
2,short_term_dating,Relationship,frgogo
3,28,min_age,frgogo
4,72,max_age,frgogo
0,new_friends,Relationship,funfunday
1,long_term_dating,Relationship,funfunday
2,short_term_dating,Relationship,funfunday
3,28,min_age,funfunday
4,33,max_age,funfunday
0,new_friends,Relationship,funisanart
1,long_term_dating,Relationship,funisanart
2,short_term_dating,Relationship,funisanart
3,casual_sex,Relationship,funisanart
4,18,min_age,funisanart
5,37,max_age,funisanart
0,new_friends,Relationship,funkymango13
1,long_term_dating,Relationship,funkymango13
2,short_term_dating,Relationship,funkymango13
3,22,min_age,funkymango13
4,48,max_age,funkymango13
0,new_friends,Relationship,funnyjie
1,long_term_dating,Relationship,funnyjie
2,short_term_dating,Relationship,funnyjie
3,21,min_age,funnyjie
4,44,max_age,funnyjie
0,new_friends,Relationship,funtpe
1,long_term_dating,Relationship,funtpe
2,short_term_dating,Relationship,funtpe
3,27,min_age,funtpe
4,68,max_age,funtpe
0,new_friends,Relationship,fuyuintaichung
1,long_term_dating,Relationship,fuyuintaichung
2,short_term_dating,Relationship,fuyuintaichung
3,20,min_age,fuyuintaichung
4,30,max_age,fuyuintaichung
0,new_friends,Relationship,g803172000
1,long_term_dating,Relationship,g803172000
2,short_term_dating,Relationship,g803172000
3,25,min_age,g803172000
4,32,max_age,g803172000
0,new_friends,Relationship,gaelfoster
1,long_term_dating,Relationship,gaelfoster
2,short_term_dating,Relationship,gaelfoster
3,25,min_age,gaelfoster
4,60,max_age,gaelfoster
0,new_friends,Relationship,garbartaiwan
1,long_term_dating,Relationship,garbartaiwan
2,short_term_dating,Relationship,garbartaiwan
3,25,min_age,garbartaiwan
4,35,max_age,garbartaiwan
0,new_friends,Relationship,garychen1990
1,long_term_dating,Relationship,garychen1990
2,short_term_dating,Relationship,garychen1990
3,casual_sex,Relationship,garychen1990
4,22,min_age,garychen1990
5,35,max_age,garychen1990
0,new_friends,Relationship,garyteotzehan
1,short_term_dating,Relationship,garyteotzehan
2,casual_sex,Relationship,garyteotzehan
3,18,min_age,garyteotzehan
4,28,max_age,garyteotzehan
0,new_friends,Relationship,gavinjfc
1,long_term_dating,Relationship,gavinjfc
2,25,min_age,gavinjfc
3,37,max_age,gavinjfc
0,new_friends,Relationship,gbbc35611
1,20,min_age,gbbc35611
2,50,max_age,gbbc35611
0,new_friends,Relationship,gcups
1,long_term_dating,Relationship,gcups
2,short_term_dating,Relationship,gcups
3,18,min_age,gcups
4,35,max_age,gcups
0,new_friends,Relationship,geetee11
1,long_term_dating,Relationship,geetee11
2,short_term_dating,Relationship,geetee11
3,29,min_age,geetee11
4,39,max_age,geetee11
0,new_friends,Relationship,gemma_zo
1,long_term_dating,Relationship,gemma_zo
2,22,min_age,gemma_zo
3,48,max_age,gemma_zo
0,new_friends,Relationship,gemmabini
1,long_term_dating,Relationship,gemmabini
2,30,min_age,gemmabini
3,50,max_age,gemmabini
0,new_friends,Relationship,geneng15
1,long_term_dating,Relationship,geneng15
2,short_term_dating,Relationship,geneng15
3,26,min_age,geneng15
4,38,max_age,geneng15
0,new_friends,Relationship,geoff_hsu
1,long_term_dating,Relationship,geoff_hsu
2,short_term_dating,Relationship,geoff_hsu
3,25,min_age,geoff_hsu
4,35,max_age,geoff_hsu
0,new_friends,Relationship,georgeka_taco
1,long_term_dating,Relationship,georgeka_taco
2,short_term_dating,Relationship,georgeka_taco
3,30,min_age,georgeka_taco
4,78,max_age,georgeka_taco
0,new_friends,Relationship,gerlie33
1,long_term_dating,Relationship,gerlie33
2,short_term_dating,Relationship,gerlie33
3,40,min_age,gerlie33
4,52,max_age,gerlie33
0,long_term_dating,Relationship,gessyka44
1,short_term_dating,Relationship,gessyka44
2,29,min_age,gessyka44
3,41,max_age,gessyka44
0,new_friends,Relationship,gfd1
1,long_term_dating,Relationship,gfd1
2,short_term_dating,Relationship,gfd1
3,22,min_age,gfd1
4,33,max_age,gfd1
0,new_friends,Relationship,gg9999asaurus
1,long_term_dating,Relationship,gg9999asaurus
2,short_term_dating,Relationship,gg9999asaurus
3,22,min_age,gg9999asaurus
4,46,max_age,gg9999asaurus
0,new_friends,Relationship,ggg1356114
1,long_term_dating,Relationship,ggg1356114
2,short_term_dating,Relationship,ggg1356114
3,casual_sex,Relationship,ggg1356114
4,19,min_age,ggg1356114
5,36,max_age,ggg1356114
0,new_friends,Relationship,ggyy101370373
1,long_term_dating,Relationship,ggyy101370373
2,short_term_dating,Relationship,ggyy101370373
3,18,min_age,ggyy101370373
4,28,max_age,ggyy101370373
0,new_friends,Relationship,ghenethecat
1,long_term_dating,Relationship,ghenethecat
2,short_term_dating,Relationship,ghenethecat
3,22,min_age,ghenethecat
4,46,max_age,ghenethecat
0,new_friends,Relationship,gianat_91
1,long_term_dating,Relationship,gianat_91
2,short_term_dating,Relationship,gianat_91
3,19,min_age,gianat_91
4,40,max_age,gianat_91
0,new_friends,Relationship,gigaluegy
1,long_term_dating,Relationship,gigaluegy
2,short_term_dating,Relationship,gigaluegy
3,21,min_age,gigaluegy
4,44,max_age,gigaluegy
0,new_friends,Relationship,gigi1234tron
1,long_term_dating,Relationship,gigi1234tron
2,30,min_age,gigi1234tron
3,36,max_age,gigi1234tron
0,new_friends,Relationship,gillybean28
1,long_term_dating,Relationship,gillybean28
2,22,min_age,gillybean28
3,46,max_age,gillybean28
0,new_friends,Relationship,gina-chang
1,25,min_age,gina-chang
2,33,max_age,gina-chang
0,new_friends,Relationship,ginalan
1,long_term_dating,Relationship,ginalan
2,short_term_dating,Relationship,ginalan
3,18,min_age,ginalan
4,26,max_age,ginalan
0,new_friends,Relationship,ginnychen
1,25,min_age,ginnychen
2,34,max_age,ginnychen
0,new_friends,Relationship,ginwang
1,long_term_dating,Relationship,ginwang
2,short_term_dating,Relationship,ginwang
3,32,min_age,ginwang
4,86,max_age,ginwang
0,new_friends,Relationship,giraffesforthewn
1,19,min_age,giraffesforthewn
2,68,max_age,giraffesforthewn
0,new_friends,Relationship,giraffezebra
1,29,min_age,giraffezebra
2,33,max_age,giraffezebra
0,new_friends,Relationship,gliu90
1,long_term_dating,Relationship,gliu90
2,27,min_age,gliu90
3,35,max_age,gliu90
0,new_friends,Relationship,go4itxo
1,long_term_dating,Relationship,go4itxo
2,short_term_dating,Relationship,go4itxo
3,18,min_age,go4itxo
4,28,max_age,go4itxo
0,new_friends,Relationship,gobugi
1,long_term_dating,Relationship,gobugi
2,short_term_dating,Relationship,gobugi
3,casual_sex,Relationship,gobugi
4,25,min_age,gobugi
5,55,max_age,gobugi
0,new_friends,Relationship,gogogo911
1,long_term_dating,Relationship,gogogo911
2,short_term_dating,Relationship,gogogo911
3,34,min_age,gogogo911
4,55,max_age,gogogo911
0,new_friends,Relationship,gogooothecat
1,long_term_dating,Relationship,gogooothecat
2,short_term_dating,Relationship,gogooothecat
3,18,min_age,gogooothecat
4,26,max_age,gogooothecat
0,new_friends,Relationship,goh10
1,long_term_dating,Relationship,goh10
2,short_term_dating,Relationship,goh10
3,18,min_age,goh10
4,30,max_age,goh10
0,new_friends,Relationship,golajane
1,25,min_age,golajane
2,45,max_age,golajane
0,new_friends,Relationship,goldensmilemania
1,long_term_dating,Relationship,goldensmilemania
2,short_term_dating,Relationship,goldensmilemania
3,30,min_age,goldensmilemania
4,60,max_age,goldensmilemania
0,new_friends,Relationship,goldmarlboro
1,30,min_age,goldmarlboro
2,38,max_age,goldmarlboro
0,long_term_dating,Relationship,goldn08
1,29,min_age,goldn08
2,35,max_age,goldn08
0,new_friends,Relationship,goldxman
1,long_term_dating,Relationship,goldxman
2,short_term_dating,Relationship,goldxman
3,26,min_age,goldxman
4,41,max_age,goldxman
0,new_friends,Relationship,gombatwombat
1,long_term_dating,Relationship,gombatwombat
2,short_term_dating,Relationship,gombatwombat
3,28,min_age,gombatwombat
4,45,max_age,gombatwombat
0,new_friends,Relationship,gonzalobic
1,long_term_dating,Relationship,gonzalobic
2,short_term_dating,Relationship,gonzalobic
3,22,min_age,gonzalobic
4,46,max_age,gonzalobic
0,new_friends,Relationship,goodlightbearer
1,long_term_dating,Relationship,goodlightbearer
2,short_term_dating,Relationship,goodlightbearer
3,26,min_age,goodlightbearer
4,40,max_age,goodlightbearer
0,long_term_dating,Relationship,goodmode_
1,short_term_dating,Relationship,goodmode_
2,casual_sex,Relationship,goodmode_
3,18,min_age,goodmode_
4,34,max_age,goodmode_
0,new_friends,Relationship,goth-head
1,long_term_dating,Relationship,goth-head
2,short_term_dating,Relationship,goth-head
3,30,min_age,goth-head
4,40,max_age,goth-head
0,new_friends,Relationship,goyah
1,long_term_dating,Relationship,goyah
2,short_term_dating,Relationship,goyah
3,casual_sex,Relationship,goyah
4,19,min_age,goyah
5,36,max_age,goyah
0,new_friends,Relationship,grace-chen_taco
1,long_term_dating,Relationship,grace-chen_taco
2,short_term_dating,Relationship,grace-chen_taco
3,46,min_age,grace-chen_taco
4,58,max_age,grace-chen_taco
0,new_friends,Relationship,grace51987
1,21,min_age,grace51987
2,44,max_age,grace51987
0,new_friends,Relationship,gracedance
1,long_term_dating,Relationship,gracedance
2,short_term_dating,Relationship,gracedance
3,25,min_age,gracedance
4,48,max_age,gracedance
0,new_friends,Relationship,gracelinnn
1,long_term_dating,Relationship,gracelinnn
2,short_term_dating,Relationship,gracelinnn
3,35,min_age,gracelinnn
4,43,max_age,gracelinnn
0,new_friends,Relationship,gracewithg
1,long_term_dating,Relationship,gracewithg
2,short_term_dating,Relationship,gracewithg
3,18,min_age,gracewithg
4,26,max_age,gracewithg
0,new_friends,Relationship,graciaswu
1,long_term_dating,Relationship,graciaswu
2,short_term_dating,Relationship,graciaswu
3,28,min_age,graciaswu
4,70,max_age,graciaswu
0,new_friends,Relationship,gracyshih
1,long_term_dating,Relationship,gracyshih
2,short_term_dating,Relationship,gracyshih
3,casual_sex,Relationship,gracyshih
4,21,min_age,gracyshih
5,42,max_age,gracyshih
0,new_friends,Relationship,grandpiano74
1,long_term_dating,Relationship,grandpiano74
2,short_term_dating,Relationship,grandpiano74
3,18,min_age,grandpiano74
4,99,max_age,grandpiano74
0,new_friends,Relationship,grayscalerainbow
1,long_term_dating,Relationship,grayscalerainbow
2,short_term_dating,Relationship,grayscalerainbow
3,23,min_age,grayscalerainbow
4,37,max_age,grayscalerainbow
0,new_friends,Relationship,greenboy_26
1,long_term_dating,Relationship,greenboy_26
2,short_term_dating,Relationship,greenboy_26
3,18,min_age,greenboy_26
4,28,max_age,greenboy_26
0,new_friends,Relationship,greg426
1,22,min_age,greg426
2,46,max_age,greg426
0,new_friends,Relationship,gregarious_88
1,long_term_dating,Relationship,gregarious_88
2,short_term_dating,Relationship,gregarious_88
3,23,min_age,gregarious_88
4,30,max_age,gregarious_88
0,new_friends,Relationship,greghsu
1,21,min_age,greghsu
2,34,max_age,greghsu
0,new_friends,Relationship,greglin
1,long_term_dating,Relationship,greglin
2,short_term_dating,Relationship,greglin
3,24,min_age,greglin
4,35,max_age,greglin
0,new_friends,Relationship,grimmychen
1,long_term_dating,Relationship,grimmychen
2,short_term_dating,Relationship,grimmychen
3,24,min_age,grimmychen
4,28,max_age,grimmychen
0,new_friends,Relationship,groovergiy
1,long_term_dating,Relationship,groovergiy
2,short_term_dating,Relationship,groovergiy
3,casual_sex,Relationship,groovergiy
4,18,min_age,groovergiy
5,42,max_age,groovergiy
0,long_term_dating,Relationship,gsp1885
1,short_term_dating,Relationship,gsp1885
2,18,min_age,gsp1885
3,99,max_age,gsp1885
0,new_friends,Relationship,gtm2015
1,35,min_age,gtm2015
2,60,max_age,gtm2015
0,new_friends,Relationship,guitoininder
1,long_term_dating,Relationship,guitoininder
2,short_term_dating,Relationship,guitoininder
3,casual_sex,Relationship,guitoininder
4,22,min_age,guitoininder
5,37,max_age,guitoininder
0,new_friends,Relationship,gummypearin
1,long_term_dating,Relationship,gummypearin
2,short_term_dating,Relationship,gummypearin
3,casual_sex,Relationship,gummypearin
4,18,min_age,gummypearin
5,32,max_age,gummypearin
0,new_friends,Relationship,guo-wei
1,long_term_dating,Relationship,guo-wei
2,short_term_dating,Relationship,guo-wei
3,19,min_age,guo-wei
4,34,max_age,guo-wei
0,new_friends,Relationship,guyk08
1,long_term_dating,Relationship,guyk08
2,19,min_age,guyk08
3,27,max_age,guyk08
0,new_friends,Relationship,gvlion
1,long_term_dating,Relationship,gvlion
2,short_term_dating,Relationship,gvlion
3,20,min_age,gvlion
4,40,max_age,gvlion
0,new_friends,Relationship,gwagwameow
1,long_term_dating,Relationship,gwagwameow
2,short_term_dating,Relationship,gwagwameow
3,25,min_age,gwagwameow
4,32,max_age,gwagwameow
0,long_term_dating,Relationship,h23279
1,short_term_dating,Relationship,h23279
2,casual_sex,Relationship,h23279
3,24,min_age,h23279
4,30,max_age,h23279
0,new_friends,Relationship,ha_di_ha
1,long_term_dating,Relationship,ha_di_ha
2,short_term_dating,Relationship,ha_di_ha
3,30,min_age,ha_di_ha
4,40,max_age,ha_di_ha
0,new_friends,Relationship,hagaibarak
1,long_term_dating,Relationship,hagaibarak
2,30,min_age,hagaibarak
3,46,max_age,hagaibarak
0,new_friends,Relationship,hahaha12kimo
1,long_term_dating,Relationship,hahaha12kimo
2,28,min_age,hahaha12kimo
3,40,max_age,hahaha12kimo
0,new_friends,Relationship,hahahahh
1,long_term_dating,Relationship,hahahahh
2,32,min_age,hahahahh
3,58,max_age,hahahahh
0,new_friends,Relationship,hahahayayasong
1,long_term_dating,Relationship,hahahayayasong
2,short_term_dating,Relationship,hahahayayasong
3,21,min_age,hahahayayasong
4,42,max_age,hahahayayasong
0,new_friends,Relationship,hailinghsu
1,long_term_dating,Relationship,hailinghsu
2,30,min_age,hailinghsu
3,42,max_age,hailinghsu
0,new_friends,Relationship,han280323
1,long_term_dating,Relationship,han280323
2,short_term_dating,Relationship,han280323
3,27,min_age,han280323
4,39,max_age,han280323
0,new_friends,Relationship,hana7333
1,long_term_dating,Relationship,hana7333
2,short_term_dating,Relationship,hana7333
3,20,min_age,hana7333
4,40,max_age,hana7333
0,new_friends,Relationship,handolkim
1,short_term_dating,Relationship,handolkim
2,25,min_age,handolkim
3,48,max_age,handolkim
0,new_friends,Relationship,handy_stiawan
1,long_term_dating,Relationship,handy_stiawan
2,,Relationship,handy_stiawan
3,19,min_age,handy_stiawan
4,45,max_age,handy_stiawan
0,new_friends,Relationship,hani007_taco
1,long_term_dating,Relationship,hani007_taco
2,short_term_dating,Relationship,hani007_taco
3,20,min_age,hani007_taco
4,38,max_age,hani007_taco
0,new_friends,Relationship,hanin82223
1,long_term_dating,Relationship,hanin82223
2,short_term_dating,Relationship,hanin82223
3,18,min_age,hanin82223
4,30,max_age,hanin82223
0,new_friends,Relationship,hanna0519
1,long_term_dating,Relationship,hanna0519
2,short_term_dating,Relationship,hanna0519
3,21,min_age,hanna0519
4,42,max_age,hanna0519
0,new_friends,Relationship,hannah_raye
1,long_term_dating,Relationship,hannah_raye
2,short_term_dating,Relationship,hannah_raye
3,22,min_age,hannah_raye
4,48,max_age,hannah_raye
0,new_friends,Relationship,hannahhuang
1,long_term_dating,Relationship,hannahhuang
2,short_term_dating,Relationship,hannahhuang
3,20,min_age,hannahhuang
4,35,max_age,hannahhuang
0,new_friends,Relationship,hannahliu1030
1,22,min_age,hannahliu1030
2,48,max_age,hannahliu1030
0,new_friends,Relationship,hannahqq
1,long_term_dating,Relationship,hannahqq
2,short_term_dating,Relationship,hannahqq
3,25,min_age,hannahqq
4,40,max_age,hannahqq
0,new_friends,Relationship,hannahzoo
1,long_term_dating,Relationship,hannahzoo
2,short_term_dating,Relationship,hannahzoo
3,26,min_age,hannahzoo
4,38,max_age,hannahzoo
0,new_friends,Relationship,happidaz
1,long_term_dating,Relationship,happidaz
2,short_term_dating,Relationship,happidaz
3,35,min_age,happidaz
4,60,max_age,happidaz
0,new_friends,Relationship,happiness515
1,19,min_age,happiness515
2,34,max_age,happiness515
0,new_friends,Relationship,happy85432
1,long_term_dating,Relationship,happy85432
2,short_term_dating,Relationship,happy85432
3,20,min_age,happy85432
4,25,max_age,happy85432
0,new_friends,Relationship,happycyclone
1,long_term_dating,Relationship,happycyclone
2,18,min_age,happycyclone
3,35,max_age,happycyclone
0,long_term_dating,Relationship,happyforever16
1,short_term_dating,Relationship,happyforever16
2,32,min_age,happyforever16
3,60,max_age,happyforever16
0,long_term_dating,Relationship,happymantw
1,short_term_dating,Relationship,happymantw
2,24,min_age,happymantw
3,40,max_age,happymantw
0,new_friends,Relationship,haribonn
1,short_term_dating,Relationship,haribonn
2,casual_sex,Relationship,haribonn
3,27,min_age,haribonn
4,47,max_age,haribonn
0,new_friends,Relationship,harrychen35
1,long_term_dating,Relationship,harrychen35
2,short_term_dating,Relationship,harrychen35
3,37,min_age,harrychen35
4,99,max_age,harrychen35
0,new_friends,Relationship,harrylin25
1,long_term_dating,Relationship,harrylin25
2,short_term_dating,Relationship,harrylin25
3,casual_sex,Relationship,harrylin25
4,18,min_age,harrylin25
5,26,max_age,harrylin25
0,new_friends,Relationship,harveyheller
1,short_term_dating,Relationship,harveyheller
2,20,min_age,harveyheller
3,40,max_age,harveyheller
0,new_friends,Relationship,hattychen
1,long_term_dating,Relationship,hattychen
2,short_term_dating,Relationship,hattychen
3,25,min_age,hattychen
4,60,max_age,hattychen
0,new_friends,Relationship,hayato0568
1,long_term_dating,Relationship,hayato0568
2,short_term_dating,Relationship,hayato0568
3,23,min_age,hayato0568
4,50,max_age,hayato0568
0,new_friends,Relationship,hayleyism
1,18,min_age,hayleyism
2,30,max_age,hayleyism
0,new_friends,Relationship,hazel_39
1,long_term_dating,Relationship,hazel_39
2,short_term_dating,Relationship,hazel_39
3,casual_sex,Relationship,hazel_39
4,21,min_age,hazel_39
5,45,max_age,hazel_39
0,new_friends,Relationship,hcyc
1,long_term_dating,Relationship,hcyc
