birthDateDay,birthDateMonth,birthDateYear,bodytype,cats,childrenHave,childrenWant,diet,dogs,drinking,drugs,educationModifier,educationValue,gender,heightCm,locationCountryCode,locationFormatted,monogamous,orientation,religionModifier,religionValue,sign,smoking,status,username,weed
12,8,1965,average_build,,doesnt_have,doesnt_want,omnivore,,socially,never,,university,woman,152,tw,taipei,monogamous,straight,but_its_not_important,buddhism,leo,sometimes,single,mosthonestperson,
6,11,1996,,,,,,,,never,,,woman,160,tw,tai-chung-shih,,straight,,,,,single,mouwmouw,
27,9,1992,,,,,,,,never,,,woman,0,tw,,,straight,,,,no,single,mqy0627,
15,4,1959,average_build,,doesnt_have,,omnivore,,socially,never,working_on,post_grad,man,165,tw,kao-hsiung-ka,monogamous,straight,but_its_not_important,christianity,aries,no,single,mr888888,
12,5,1985,thin,,,,omnivore,has_dogs,socially,never,,university,man,178,tw,shih-lin,non_monogamous,straight,but_its_not_important,buddhism,taurus,no,open_relationship,mr_nice_guy20,
19,3,1983,fit,,doesnt_have,,omnivore,,not_at_all,never,,university,man,178,tw,taipei,monogamous,straight,,,pisces,no,single,mrartman,
18,10,1996,,,,,,,socially,,,,man,0,tw,,,straight,,,,sometimes,single,mrptk,
1,6,1977,fit,,doesnt_have,,,,socially,never,,university,man,188,tw,taipei,monogamous,straight,,catholicism,,no,single,mrseriousfuntim,
11,10,1975,average_build,,has,,,,socially,never,,post_grad,man,190,tw,tai-chung-shih,monogamous,straight,,other,libra,no,single,mrshadowvoice,
3,8,1984,,,has,might_want,,,,,,university,woman,163,tw,tieh-tien,,straight,,christianity,leo,,single,msren55,
19,12,1973,,,,,,,,,,,woman,0,tw,tao-yan,,straight,,,,,single,mssagittarius73,
14,4,1985,a_little_extra,,,,,,socially,never,,university,woman,160,tw,taipei,,straight,,,,sometimes,single,mssaide,
15,7,1987,,,,,,,,,,,woman,0,tw,ma-lung-tan,,straight,,,,,single,mssherylramos,
2,8,1996,fit,has_cats,,,,,socially,never,,,woman,0,tw,taipei,,straight,,,,no,single,mssueno,
1,7,1990,thin,,doesnt_have,,omnivore,,socially,never,,university,woman,241,tw,taipei,,bisexual,,,cancer,no,single,msthousanddays,
17,9,1983,average_build,,doesnt_have,,omnivore,,socially,never,,university,man,183,tw,hsin-chu,,straight,and_laughing_about_it,catholicism,virgo,no,single,msu127,
6,1,1977,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,mswift1976,
1,5,1980,fit,,doesnt_have,,,has_dogs,socially,,,university,man,0,tw,taipei,,straight,,,,,single,mt1499,
1,3,1966,fit,,,wants,,,not_at_all,never,,post_grad,man,185,tw,taipei,,straight,,agnosticism,,no,single,mto1,
27,11,1973,fit,,doesnt_have,might_want,,,socially,never,,university,woman,155,tw,taipei,,straight,,,sagittarius,no,single,mtsairose,
30,9,1973,,,,,,,socially,never,,,man,0,tw,,,straight,,,,no,single,mualin,
28,12,1986,,,,,,,,,,,man,0,tw,tai-chung-shih,,straight,,,,,single,mumch,
5,12,1982,thin,,doesnt_have,wants,,,socially,never,,university,woman,158,tw,taipei,,straight,,buddhism,sagittarius,no,single,munich2012,
9,3,1981,average_build,,,,omnivore,,socially,never,dropped_out_of,post_grad,man,175,tw,cheng-chung,,straight,but_its_not_important,other,aries,yes,single,musciska,
16,9,1987,average_build,has_cats,,,omnivore,,socially,sometimes,,post_grad,man,175,tw,shih-erh-chia,,straight,but_its_not_important,agnosticism,virgo,yes,single,mutinyofclowns,
12,2,1977,average_build,,,,,has_dogs,socially,never,,,woman,157,tw,tao-yan,,straight,,,aquarius,no,single,mystic6789,
16,1,1987,average_build,,,,,,,,,,man,183,tw,taipei,,straight,,,,,single,n0va133,
31,8,1989,,,doesnt_have,,,has_dogs,,never,,,man,0,tw,hsin-chu,,straight,,,,,single,naddddddd,
3,8,1968,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,nadiayang7,
20,11,1984,,,,,,has_dogs,socially,never,,,woman,0,tw,taipei,,straight,,,,sometimes,single,naffyj,
26,3,1976,fit,has_cats,doesnt_have,,,,socially,never,,university,man,182,tw,tai-chung-shih,,straight,,,aries,sometimes,single,nagahtaiwan,
3,3,1986,,,,,,,socially,never,,,man,0,tw,tai-chung-shih,,straight,,,,no,single,naitelove,
9,2,1987,average_build,,,,omnivore,,socially,never,,university,man,185,tw,hsin-chuang,,straight,,,aquarius,no,single,naitooikawa,
12,10,1991,,,,,,,,,,,woman,0,tw,hsin-chu,,straight,,,,,single,namritab,
1,9,1980,,,doesnt_have,,,,socially,never,,,woman,161,tw,taipei,,straight,,,virgo,no,single,nana0901,
5,9,1974,,has_cats,doesnt_have,,,,socially,never,,,woman,0,tw,hsia-nei-pu,,straight,,,,no,single,nana0905thecat,
13,6,1983,,,,,,,,never,,university,woman,0,tw,taipei,,straight,,,,no,single,nana_nana77,
13,12,1986,fit,,doesnt_have,wants,omnivore,,socially,never,,university,woman,164,tw,tung-shih,monogamous,straight,,other,sagittarius,no,single,nanababikawaii99,
5,1,1983,,,,,,has_dogs,,never,,,woman,0,tw,taipei,,straight,,,,,single,nanabrmc,
10,9,1979,fit,,,,,,,never,,university,woman,173,tw,taipei,,straight,,,,no,single,nanatw,
17,9,1998,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,nancy_0917,
12,12,1994,,,,,,,,,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,nancychouuuu,
28,3,1990,,,,,,,often,,,,man,0,tw,chiu-po-kou,,straight,,,,yes,single,nando0083,
6,10,1989,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,nareshranainabox,
10,4,1991,,,,,,,,never,,,man,0,tw,,,straight,,,,,single,nashbrendan,
13,10,1989,,,,,vegetarian,,,,working_on,post_grad,woman,160,tw,taipei,,straight,,,libra,no,single,nata52free,
25,12,1979,average_build,,,,,,socially,never,,university,woman,173,tw,taipei,monogamous,straight,,,capricorn,no,single,natalieishare,
24,2,1982,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,natalielee0224,
20,4,1982,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,natalietsai,
14,1,1985,,,,,,,,,,,woman,0,tw,beitou,,straight,,,,,single,natashac-o-matic,
14,11,1989,,,doesnt_have,might_want,,has_dogs,socially,never,,,woman,162,tw,tai-chung-shih,,straight,,,,no,single,natural_999,
4,9,1995,fit,,doesnt_have,might_want,,,socially,never,working_on,university,man,178,tw,tai-chung-shih,monogamous,straight,,buddhism,virgo,no,single,nchunerdy,
27,6,1989,average_build,,doesnt_have,,omnivore,,socially,never,working_on,university,woman,168,tw,taipei,monogamous,straight,,buddhism,cancer,no,single,neeshan,
27,10,1984,,,doesnt_have,doesnt_want,,,socially,never,,university,man,173,tw,taipei,,straight,,,,no,single,neilxie,
18,4,1981,,,doesnt_have,wants,vegetarian,has_dogs,socially,never,,university,woman,155,tw,taipei,,straight,,,aries,no,single,nela_candela,
4,12,1977,average_build,,,,omnivore,,socially,never,,university,woman,160,tw,taipei,,straight,,other,sagittarius,no,single,nellchen,
3,1,1987,,,,,,,,,,,man,182,tw,taipei,,straight,,,,yes,single,neon_days,
1,5,1988,,,,,,,socially,,,post_grad,man,0,tw,taipei,,straight,and_its_important,atheism,gemini,no,single,nereknuvole,
6,5,1989,,,,,,,,never,,,man,0,tw,tai-chung-shih,,straight,,,,,single,newdamon,
7,7,1976,average_build,,,,,,socially,never,,,man,184,tw,hsin-chu,,straight,,,,no,single,newhdd,
18,4,1979,thin,,,,,,socially,never,,,man,180,tw,feng-shan,,straight,,,,no,single,newtw_taco,
7,11,1980,fit,,,,,,socially,never,,,woman,171,tw,taipei,non_monogamous,bisexual,,,,,married,newtwotaipei,
2,9,1984,,,,,,has_dogs,,,,,man,182,tw,hou-tien,monogamous,straight,,,virgo,,single,neycer,
17,2,1987,,,,,,,,,,,woman,178,tw,taipei,,straight,,,,,single,ngatensby,
8,4,1990,,,,,,,,,,,woman,0,tw,tao-yan,,straight,,,,,single,nh900408,
3,6,1982,,,,,,,,,,,woman,0,tw,nan-tzu,,straight,,,,no,single,nhelsky,
21,9,1991,,,,,,,,,,,woman,0,tw,tao-yan,,straight,,,,,single,nibeisi,
7,11,1976,average_build,,,,,,socially,never,,post_grad,man,180,tw,taipei,,straight,,buddhism,,no,single,nicecivio,
21,10,1990,,,doesnt_have,,,,not_at_all,never,working_on,university,man,0,tw,taipei,,straight,,other,libra,no,single,niceguynoone,
26,9,1969,,,,,,,,never,,,man,0,tw,pa-lien,,straight,,,,,single,nicehotman60,
30,3,1989,average_build,has_cats,,,,,socially,never,,,man,170,tw,taipei,,straight,,,,no,single,nicemeet_taco,
25,11,1997,,,,,,has_dogs,,,,,woman,0,tw,,,straight,,,,,single,nices010203,
7,9,1989,average_build,,,,,,socially,,,university,woman,157,tw,taipei,,straight,,buddhism,,no,single,nichathetank,
1,1,1984,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,niching,
3,3,1984,curvy,,doesnt_have,might_want,omnivore,,socially,never,,,woman,165,tw,taipei,monogamous,straight,,,pisces,no,single,nichloe33,
21,4,1981,,,,,,,,,,post_grad,man,182,tw,po-hsin,,straight,,,,no,single,nickd3221,
20,5,1989,thin,,doesnt_have,,,,not_at_all,never,working_on,university,man,168,tw,taipei,,bisexual,,,taurus,no,single,nickichang,
1,6,1985,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,nickyinsoral,
27,12,1986,,,,,,,socially,never,,,woman,0,tw,ta-chu-wei,,straight,,,,no,single,nico3988,
5,8,1985,,,,,,,,never,,,man,0,tw,kao-hsiung-ka,,straight,,,,,single,nico85tw,
22,4,1980,,,doesnt_have,,,,socially,,,,man,172,tw,taipei,monogamous,straight,,,,no,single,nicolas_1234,
29,4,1983,average_build,,doesnt_have,might_want,,,socially,never,,post_grad,woman,165,tw,taipei,,straight,,,taurus,no,single,nicole7249,
13,12,1979,,,doesnt_have,,,,socially,,,university,woman,166,tw,taipei,monogamous,straight,,,,,single,nicole_scooter,
8,7,1981,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,nicolehwj,
13,7,1989,fit,,doesnt_have,,,,socially,never,,post_grad,man,180,tw,taipei,,straight,but_its_not_important,christianity,cancer,no,single,niecexx,
30,3,1984,fit,,,,vegetarian,,,never,,university,woman,163,tw,taipei,,straight,,,,,single,nijntjepluis,
4,11,1987,,,,,,,,,,,man,0,tw,,,straight,,,,,single,nikbugs,
29,6,1998,fit,,,,,,socially,,,university,woman,0,tw,hsin-shang,,straight,,,cancer,,single,nikita_hu,
20,8,1992,thin,,doesnt_have,,,,not_at_all,never,,university,woman,160,tw,taipei,monogamous,straight,,atheism,leo,no,single,nikkialohahaha,
7,5,1997,,,,,vegan,,not_at_all,never,working_on,university,woman,0,tw,kao-hsiung-ka,,straight,,,taurus,no,seeing_someone,nikkistyle0507,
26,2,1994,,,,,,,,,,,woman,0,tw,tao-yan,,bisexual,,,,,single,nilawang,
26,2,1996,,,,,,,socially,never,,university,woman,156,tw,taipei,,straight,,,,no,single,ninaaa_l,
31,8,1987,,,,,,,socially,never,,,woman,0,tw,,,straight,,,,no,single,nini_wang,
12,7,1989,,,,,,has_dogs,,,,post_grad,woman,0,tw,taipei,,straight,,,,,single,ninichieh,
8,10,1976,,,doesnt_have,might_want,,,socially,never,,university,woman,168,tw,kao-hsiung-ka,,straight,,,,no,single,ninifly,
31,8,1971,fit,,doesnt_have,,omnivore,has_dogs,socially,never,,post_grad,man,175,tw,ya-mu-ling,non_monogamous,straight,,buddhism,aquarius,no,open_relationship,ninja8111,
12,5,1980,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,no,single,nnyyff,
18,2,1989,,,,,,,,never,,,woman,0,tw,hsing-ya,,straight,,,,,single,noarhuang,
19,4,1992,,,,,,,,,,,man,0,tw,hsin-chu,,straight,,,,,single,noel0419,
24,12,1961,,,,,,,socially,never,,,woman,0,tw,tai-chung-shih,,straight,,,capricorn,no,single,noemieho,
11,10,1986,fit,,,,,,,,,post_grad,man,185,tw,taipei,non_monogamous,straight,,,,,single,nomad_2016,
25,3,1973,a_little_extra,has_cats,has,doesnt_want,,,not_at_all,never,,university,man,183,tw,tai-chung-shih,non_monogamous,straight,and_its_important,atheism,,no,married,non-philatelist,
24,12,1987,,,doesnt_have,,,,,never,,university,man,183,tw,taipei,,straight,,,capricorn,no,single,nonameplz2,
14,7,1970,,,,,,,,,,,man,0,tw,chiu-po-kou,,straight,,,,,single,nono-no,
22,4,1998,,,,,,,,,,,man,0,tw,tsao-tun,,straight,,,,,single,nono123nono,
17,7,1987,fit,,doesnt_have,wants,,,socially,never,,,man,180,tw,taipei,,straight,,,,no,single,noodle__soup,
31,7,1976,fit,,doesnt_have,,omnivore,,socially,never,,post_grad,woman,160,tw,taipei,monogamous,straight,and_its_important,christianity,,no,single,norinew,
24,11,1993,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,normanmantheman,
12,7,1982,fit,,,,,,,never,,,man,178,tw,tai-chung-shih,,straight,,,,,single,notsodeepbreath,
11,10,1990,,,,,,,,never,,,man,0,tw,,,straight,,,,,single,noufayy,
18,8,1992,fit,has_cats,doesnt_have,might_want,,,socially,never,,university,woman,0,tw,,,straight,,,leo,no,single,noviapie,
19,2,1980,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,no,single,nuageaunoisette,
2,6,1992,,,doesnt_have,might_want,,has_dogs,socially,sometimes,,university,man,176,tw,chang-pei-li,,straight,,,gemini,no,single,nushgnay20602991,
18,8,1991,,,,,,,socially,,,,man,0,tw,yan-shan,,straight,,,,sometimes,single,nychht,
22,5,1993,curvy,,doesnt_have,might_want,,,socially,never,,university,woman,167,tw,kao-hsiung-ka,monogamous,bisexual,,,gemini,no,single,nyshih1993,
29,4,1988,,,,,,,,never,,,man,0,tw,,,gay,,,,,single,occult30,
30,1,1985,fit,,,,,,,,,,man,0,tw,chang-hua,,straight,,,,,single,ocean1778,
6,12,1994,,,,,,,,,,,woman,0,tw,jui-kuang-li,,straight,,,,,single,odeliamania,
17,8,1984,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,odysseygirl817,
13,10,1983,jacked,,doesnt_have,,omnivore,,socially,never,working_on,post_grad,man,167,tw,taipei,monogamous,straight,,buddhism,libra,no,single,oemawlee,
15,10,1979,average_build,,,,omnivore,,socially,never,,post_grad,man,169,tw,taipei,,straight,,,libra,no,single,ofeyhsieh,
1,11,1977,,,,,,,socially,never,,university,woman,165,tw,taipei,,straight,,,scorpio,,single,ogja4,
4,8,1994,,,,,,,,,,,woman,0,tw,kao-hsiung-ka,,straight,,,,,single,ohhlora,
5,9,1975,fit,,,,,,socially,never,working_on,university,woman,173,tw,kao-hsiung-ka,,straight,,,,no,single,oiku,
23,11,1985,,,,,,,,,,,woman,0,tw,shui-tou-tzu,,straight,,,,,single,ok23water,
5,4,1975,average_build,has_cats,doesnt_have,might_want,,,not_at_all,never,,post_grad,woman,158,tw,kao-hsiung-ka,monogamous,straight,but_its_not_important,buddhism,aries,no,single,okcupid015,
12,4,1977,average_build,,,,,,socially,never,,,woman,153,tw,taipei,,straight,,,,no,single,olgataipei,
30,4,1985,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,olive_colored,
9,11,1988,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,oliverfalck,
13,3,1989,,,,,,,,,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,oliverlin,
9,9,1982,,,,,,,,,,,man,0,tw,hsia-shih-pi,,gay,,,,,single,olivermw,
26,12,1994,,,,,,,,,,,woman,0,tw,kao-hsiung-ka,,straight,,,,,single,olivia1226,
17,10,1988,fit,has_cats,,,,has_dogs,,,,,woman,0,tw,hsin-chu,,straight,,,,no,single,oliviahong,
2,2,1988,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,om123_taco,
27,10,1988,,,,,,,,never,,university,woman,0,tw,kao-hsiung-ka,,straight,,,,,single,ombeline-k,
16,9,1996,,,,,,,,never,,,woman,0,tw,taipei,,bisexual,,,,no,single,omgtaylor,
17,6,1983,,,,,,,,never,,,woman,160,tw,tai-chung-shih,,straight,,,,no,single,onehc,
1,7,1983,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,onetime_1,
21,10,1992,,,,,,,,,,,woman,0,tw,taipei,,gay,,,,,single,onlyforninel,
2,12,1979,average_build,has_cats,,,,,,never,,,woman,160,tw,taipei,,straight,,,,,single,onlyonceinlife,
17,9,1994,,,,,,,,,,,woman,0,tw,lou-tzu,,straight,,,,,single,onon_e,
13,9,1991,fit,,,,,has_dogs,socially,never,,university,woman,153,tw,kao-hsiung-ka,,straight,,,,no,single,oochayi,
25,5,1990,,,,,,,,,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,ooxx1234,
20,4,1997,curvy,,doesnt_have,might_want,omnivore,has_dogs,socially,never,working_on,university,woman,164,tw,ta-wan,,bisexual,,,taurus,no,single,opatha85,
26,7,1986,overweight,,,,,,,,,,woman,0,tw,ho-tso-chuang,monogamous,straight,,,,no,single,orangeclaire,
7,7,1983,,,doesnt_have,might_want,,,,never,,university,woman,0,tw,ting-chiao,monogamous,straight,,,,no,single,orangeerin111,
16,12,1985,thin,,doesnt_have,,,,socially,never,,post_grad,woman,160,tw,kao-hsiung-ka,,straight,,,sagittarius,no,single,orangegirl1216,
6,9,1980,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,orangelipkiss,
1,4,1985,,,doesnt_have,,,,socially,never,,post_grad,man,178,tw,taipei,,straight,,,aries,sometimes,single,orangemaker,
1,4,1980,,,,,,,socially,never,,university,woman,160,tw,taipei,,straight,,,,,single,orangeroute,
15,7,1979,,,,,,,,never,,,man,0,tw,hsin-chi-tso,,straight,,,,,single,orgninja,
5,6,1992,average_build,,,might_want,,has_dogs,socially,never,,university,man,175,tw,tai-chung-shih,,bisexual,,,gemini,no,single,osmond1290,
23,7,1993,,,,,,,socially,never,,,man,0,tw,wan-tan,,straight,,,,,single,otm723,
28,5,1982,,,,,,,,never,,,man,0,tw,tai-yeh-chuang,,straight,,,,,single,otupacec,
5,4,1987,,,,,,,,never,,,man,178,tw,taipei,,straight,,,,,single,owenytlo,
5,7,1994,,,doesnt_have,,,,,never,,,woman,0,tw,taipei,,straight,,,cancer,,single,owwwwl,
11,6,1989,,,doesnt_have,,omnivore,,socially,never,,university,man,175,tw,taipei,monogamous,straight,,,,no,single,oxrq,
30,11,1989,,,,,,,,,,,woman,0,tw,,,straight,,,,,single,oysteromlet,
23,9,1980,,,,,,,,,,,man,0,tw,lung-shan,,straight,,,,,single,ozdiamond,
20,3,1993,,,,,,,,,,,woman,0,tw,kao-hsiung-ka,,straight,,,,,single,p5318489,
28,5,1995,,,,,,,,,,,man,0,tw,ping-tung,,straight,,,,,single,p840528,
19,9,1988,fit,,,,,,socially,,,post_grad,man,0,tw,taipei,,straight,,,,,single,paaauuull,
20,8,1988,fit,,,,,,socially,never,,university,man,182,tw,taipei,,straight,,other,leo,sometimes,single,packofcorgies,
28,11,1986,curvy,,,,,,socially,never,,university,woman,157,tw,tai-chung-shih,,straight,,,sagittarius,no,single,paggy-001,
26,9,1976,,,,,,,,,,,woman,0,tw,ying-ko,,straight,,,,,single,painting123,
26,4,1986,fit,,,,omnivore,,socially,never,,university,man,173,tw,taipei,,straight,,,taurus,no,single,paipai426,
25,1,1983,average_build,,doesnt_have,might_want,,,not_at_all,never,,post_grad,woman,0,tw,chang-hua,monogamous,straight,,,aquarius,sometimes,single,pamelaa_taco,
10,8,1996,,,,,,,,,,,woman,168,tw,chiu-chang-tzu,,straight,,,,,single,pamelaitsc,
17,5,1982,fit,,doesnt_have,wants,vegetarian,,not_at_all,never,working_on,two_year_college,man,180,tw,taipei,monogamous,straight,,buddhism,taurus,no,single,panwily,
4,3,1974,average_build,,,,,,not_at_all,never,,university,man,170,tw,taipei,,straight,,buddhism,pisces,no,single,panzer8118,
31,12,1971,average_build,,,,,,socially,never,,university,woman,160,tw,tou-chang-hsiang,,straight,,,,no,single,papillondance,
5,11,1980,,,,,,,,,,,woman,0,tw,,,straight,,,,,single,paris11_05,
8,7,1994,,,,,,,,,,,woman,0,tw,,,straight,,,,,single,parkshinye,
27,7,1985,,,,,,,,never,,,man,0,tw,fu-chou-li,,straight,,,,,single,partner27,
1,1,1985,fit,,doesnt_have,,omnivore,,socially,never,,university,man,175,tw,taipei,monogamous,straight,,,leo,no,single,passion18,
23,8,1994,,,,,,has_dogs,not_at_all,sometimes,,,man,0,tw,chu-tso,,straight,,,,,single,patrick420w,
28,7,1989,,,,,,,,never,,,man,0,tw,,,straight,,,,,single,patrickjj_taco,
22,9,1982,,has_cats,,might_want,,,not_at_all,never,,university,woman,171,tw,taipei,,straight,,,virgo,,single,patty0922,
28,8,1974,fit,,,,,,socially,never,dropped_out_of,post_grad,woman,166,tw,taipei,,straight,,,,no,single,pau828,
1,12,1992,,,,,,,socially,never,,,man,177,tw,taipei,,straight,,,,no,open_relationship,paulpaul2016,
27,4,1995,,,,,,,,never,,,man,183,tw,taipei,,straight,,,,no,single,paulykao,
10,5,1986,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,pavel_priluch,
20,1,1985,,,,,,,,never,,,woman,0,tw,,,straight,,,,,single,peapie921,
16,9,1975,thin,,doesnt_have,,,,,,,post_grad,woman,157,tw,taipei,monogamous,straight,,,virgo,,single,pearhsu,
18,3,1987,,,,,,,socially,never,,,woman,164,tw,tung-hsing-tsun,monogamous,straight,,,pisces,no,single,pearl318,
8,8,1987,,,,,omnivore,has_dogs,socially,never,,university,man,191,tw,taipei,monogamous,straight,and_laughing_about_it,atheism,leo,no,single,pedrocl,
11,8,1989,,,,,,,,never,,,man,0,tw,tung-hai hua-yan bie-shu,,straight,,,,,single,pedroiast,
20,11,1979,,,,,,,socially,never,,university,woman,0,tw,taipei,,straight,,,,no,single,peggy1120,
14,7,1986,,,,,,,,never,,,woman,168,tw,chang-hua,,straight,,,,no,single,peggy714,
7,6,1979,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,peggychen-chi,
25,8,1986,fit,,doesnt_have,might_want,omnivore,,socially,sometimes,working_on,,woman,160,tw,tai-chung-shih,monogamous,straight,,,aries,,single,peggyhsu329,
1,4,1989,,,doesnt_have,,,has_dogs,socially,never,,post_grad,woman,162,tw,cheng-chung,,straight,,buddhism,aries,no,single,peggyjuang,
8,5,1994,,,,,,,,never,dropped_out_of,university,woman,170,tw,tai-chung-shih,,straight,,,,no,single,pei-yi-lin,
28,2,1978,,,,,,,,,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,pei0228,
25,7,1996,overweight,,,,,,socially,never,,,woman,0,tw,taipei,,straight,,,leo,no,single,peichen_,
29,3,1975,average_build,,,,omnivore,,not_at_all,never,,,woman,168,tw,tai-chung-shih,monogamous,straight,,buddhism,aries,no,single,peienching,
2,4,1987,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,peipei_taipei,
1,4,1964,average_build,,has,doesnt_want,,,socially,never,,university,man,179,tw,kuan-ti-miao,monogamous,straight,,,,no,single,pelc0000,
5,8,1994,,,doesnt_have,might_want,omnivore,,,never,,university,woman,162,tw,tao-yan,monogamous,straight,,,leo,no,single,penny0805,
22,10,1988,thin,has_cats,doesnt_have,,omnivore,,socially,never,,university,woman,172,tw,tai-chung-shih,,straight,,,libra,no,single,penny1022,
6,12,1980,,,,,,,,never,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,penny6880,
6,8,1989,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,no,seeing_someone,penny_wu7886,
27,2,1981,,,doesnt_have,wants,omnivore,,not_at_all,never,,university,woman,168,tw,taipei,monogamous,straight,,,pisces,no,single,pennylin227,
15,8,1988,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,pennypolish,
17,11,1991,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,peppercat17,
28,8,1997,,,,,vegetarian,,not_at_all,never,,university,woman,0,tw,taipei,,straight,,buddhism,,no,single,perhaps07,
26,10,1978,rather_not_say,,doesnt_have,might_want,omnivore,,socially,,,university,man,191,tw,kao-hsiung-ka,monogamous,straight,,,scorpio,yes,single,peter_burke,
9,2,1997,,,,,,,,never,,university,man,0,tw,tung-fen,,straight,,,,no,single,peter_long,
3,1,1971,rather_not_say,,,,omnivore,,socially,never,,,man,178,tw,taipei,monogamous,straight,,,,no,single,peterhighwave,
20,5,1985,fit,,,,,,,,,,man,185,tw,hsiao-chiao,,straight,,,,,single,peterontheroad,
23,1,1984,,,doesnt_have,might_want,,,socially,never,,,woman,163,tw,taipei,monogamous,straight,,,,no,single,petitduffy,
30,10,1988,,,,,,,socially,never,,university,woman,0,tw,taipei,,straight,,,,,single,petitenewgal,
30,4,1984,fit,has_cats,doesnt_have,wants,,,socially,never,,university,man,175,tw,tsung-tzu-liao,,straight,,christianity,taurus,sometimes,single,petitray,
11,12,1987,,,,,,,,,,,woman,0,tw,,,straight,,,,,single,peyton567,
18,9,1990,,,,,,,,never,,,woman,0,tw,jih-hsin-hsin-tsun,,straight,,,,,single,pf926419,
20,8,1990,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,pgmagg,
1,6,1989,,,,,,,,,,,woman,0,tw,taipei,,bisexual,,,,,single,phaethornisy,
28,4,1991,average_build,,doesnt_have,wants,,,socially,never,working_on,university,man,170,tw,hsin-chu,,straight,,,,no,single,phateknight,
18,4,1987,,,,,,,socially,never,,,man,195,tw,taipei,,straight,,,,no,single,phil18041987,
9,1,1992,average_build,,doesnt_have,might_want,omnivore,,socially,sometimes,,university,man,178,tw,,monogamous,straight,but_its_not_important,atheism,capricorn,sometimes,single,philipthomas37,
20,9,1972,average_build,,doesnt_have,,omnivore,,socially,,,post_grad,man,170,tw,taipei,,straight,,,virgo,,single,philsweeney,
24,11,1980,,,,,,has_dogs,socially,never,,university,woman,155,tw,taipei,,straight,,,sagittarius,no,single,phoebelinn1124,
19,5,1987,,,doesnt_have,,omnivore,,socially,never,,post_grad,woman,163,tw,taipei,,straight,,,taurus,no,single,phoebeyeh,
6,3,1983,,,,,,,,never,,,woman,0,tw,chang-hua,,straight,,,,,single,phoebtasaurus,
28,2,1972,,,,,,,socially,never,working_on,,woman,0,tw,taipei,,straight,,,,no,single,phyllis89,
15,8,1998,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,piao_0815,
11,10,1978,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,no,single,picomango,
27,10,1976,,,,,,,,,,,man,0,tw,miao-li,,bisexual,,,,,single,pidfzhb5,
8,2,1986,fit,,doesnt_have,wants,omnivore,,socially,never,,,man,173,tw,taipei,monogamous,straight,,,aquarius,sometimes,single,pierricko,
6,7,1998,,,,,,,,,,,woman,0,tw,,,straight,,,,,single,pig8876,
18,10,1986,fit,,doesnt_have,wants,omnivore,,socially,never,,,woman,160,tw,taipei,,straight,,,libra,no,single,pili_taco,
28,12,1993,fit,,doesnt_have,wants,,,socially,never,working_on,university,man,190,tw,taipei,monogamous,straight,but_its_not_important,buddhism,capricorn,no,single,ping-che,
26,9,1986,fit,,doesnt_have,,,,not_at_all,never,,university,woman,166,tw,taipei,,straight,,,libra,no,single,ping-ping-,
9,9,1982,average_build,,,,,,socially,never,,post_grad,woman,152,tw,taipei,,straight,,buddhism,virgo,no,single,pingnessalin,
18,11,1988,,,,,,,,,,,woman,0,tw,taipei,,gay,,,,,single,pingpong2u,
25,9,1986,,,,,,,,never,,post_grad,woman,155,tw,taipei,,straight,,,,no,single,pinhui,
5,6,1987,,,doesnt_have,,,,socially,never,,,man,0,tw,taipei,,straight,,christianity,,no,single,pkuhtkimo,
