birthDateDay,birthDateMonth,birthDateYear,bodytype,cats,childrenHave,childrenWant,diet,dogs,drinking,drugs,educationModifier,educationValue,gender,heightCm,locationCountryCode,locationFormatted,monogamous,orientation,religionModifier,religionValue,sign,smoking,status,username,weed
4,8,1983,,,,,,,socially,never,,,man,0,tw,taipei,,straight,,,,no,single,hiimfuji,
20,6,1991,average_build,,doesnt_have,wants,vegetarian,,socially,never,,university,woman,157,tw,taipei,monogamous,straight,and_laughing_about_it,judaism,gemini,no,single,hillie866,
19,11,1971,,,,,,,socially,,,,woman,0,tw,taipei,,bisexual,,,,no,single,himalayer,
20,9,1989,,,,,,,,,dropped_out_of,post_grad,woman,0,tw,taipei,,straight,,,,,single,hinoinabox,
11,1,1986,fit,,,,omnivore,,socially,,,university,man,178,tw,liu-chang-li,monogamous,straight,,christianity,,no,single,hiphopisforlife,
23,1,1996,average_build,,doesnt_have,might_want,omnivore,,socially,never,working_on,university,woman,161,tw,taipei,,straight,,,aquarius,no,single,hiphoprung,
15,5,1989,,,,,,,not_at_all,never,,,woman,175,tw,taipei,,straight,,,,no,single,hiromosa,
1,11,1990,,,doesnt_have,,,,socially,never,,,man,0,tw,taipei,,straight,,christianity,,no,single,hisayhellonow,
7,10,1978,,,,,,,socially,never,,university,man,171,tw,taipei,,straight,,,libra,no,single,hitoshiwang,
13,6,1979,average_build,,,,,,socially,never,,,woman,0,tw,taipei,,straight,,,gemini,sometimes,single,hktkoaly,
18,10,1991,fit,has_cats,doesnt_have,,,has_dogs,socially,never,working_on,post_grad,woman,168,tw,taipei,,straight,,,,no,single,hn801018,
20,5,1982,fit,,doesnt_have,doesnt_want,omnivore,,socially,sometimes,working_on,university,man,178,tw,pei-tou,non_monogamous,straight,but_its_not_important,agnosticism,,yes,single,ho-nay,
23,3,1975,fit,has_cats,doesnt_have,might_want,omnivore,,socially,never,,university,woman,160,tw,taipei,monogamous,straight,,,aries,no,single,hohsiumei,
26,3,1983,,,,,,,,,,,man,0,tw,chung-shan,,straight,,,,,single,homagethomas,
24,8,1983,fit,,doesnt_have,,omnivore,,socially,never,,space_camp,man,183,tw,taipei,,straight,,atheism,virgo,no,single,homeless23,
25,10,1976,,,doesnt_have,,,,socially,never,,post_grad,man,183,tw,taipei,,straight,,,,no,single,hongdop,
26,5,1990,,,,,,,,,,,woman,0,tw,tai-chung-shih,,gay,,,,,single,honkidansu,
25,12,1981,,,,,,,often,never,,,woman,155,tw,taipei,,straight,,,,no,single,hope1225,
2,8,1972,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,leo,,single,hope_purple,
15,9,1966,fit,,,,,,socially,never,,post_grad,man,176,tw,taipei,,straight,,,virgo,no,single,hot_castle,
3,5,1984,average_build,has_cats,doesnt_have,,omnivore,,socially,,,university,woman,170,tw,taipei,,straight,,atheism,taurus,yes,single,hot_ts_noriko,
25,12,1986,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,hotairballoon111,
7,1,1990,average_build,,,,,,socially,never,,post_grad,man,166,tw,tao-yan,,straight,,,,no,single,hotdogyann,
25,12,1981,average_build,,doesnt_have,,omnivore,,socially,never,,post_grad,man,178,tw,taipei,monogamous,straight,and_its_important,christianity,capricorn,no,single,housecheng,
29,1,1982,average_build,,,,,,socially,never,,university,man,186,tw,lou-tso,,straight,,,,no,single,howard-m50,
5,3,1994,,,,,,,,never,,,man,0,tw,ta-kang-pu,,straight,,,,,single,howard0305,
12,12,1994,,,doesnt_have,might_want,,,socially,never,working_on,university,man,180,tw,taipei,,straight,,,,no,single,howard1207,
30,10,1978,,,,,,,socially,never,,university,woman,0,tw,taipei,,straight,,,,no,single,howfineyi,
9,11,1983,,,doesnt_have,,,,,never,,university,woman,0,tw,ping-tung,,straight,,,scorpio,no,seeing_someone,hoyingying,
22,6,1989,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,hph_,
23,11,1981,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,hsassim,
3,12,1987,fit,has_cats,doesnt_have,,,,socially,never,dropped_out_of,university,woman,151,tw,sha-lun,monogamous,straight,,,sagittarius,no,single,hsiangwu,
1,12,1989,average_build,,doesnt_have,,,has_dogs,not_at_all,never,working_on,,woman,0,tw,tai-chung-shih,,straight,,,sagittarius,,single,hsiao_chu,
15,6,1995,,,,,,has_dogs,,never,,,woman,0,tw,nan-tou,monogamous,straight,,,,no,single,hsiaoning_taco,
24,8,1993,fit,,doesnt_have,,omnivore,has_dogs,socially,never,working_on,university,man,170,tw,tung-an,,straight,,,,no,single,hsiaoyucheng,
4,2,1993,,has_cats,,,omnivore,,,never,,,woman,0,tw,miao-li,,straight,,,,,single,hsieh-yi-chen,
12,2,1981,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,hsinyi_h00,
20,12,1979,thin,has_cats,,,,,socially,never,,,woman,0,tw,taipei,,straight,,,,,single,hsiumei,
13,1,1994,,,,,,,,,,,woman,0,tw,tai-chung-shih,,straight,,,,no,single,hsiung_kuma,
11,2,1989,,,,,,,often,never,,,woman,0,tw,yung-ho,,straight,,,,sometimes,single,hsuan0211,
31,1,1990,,,,,,,,,,,woman,0,tw,tung-hsin,,straight,,,,,open_relationship,hsuanliu,
3,6,1963,average_build,,,,omnivore,,socially,never,,post_grad,man,0,tw,,,straight,but_its_not_important,agnosticism,,no,seeing_someone,hsucf,
29,11,1988,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,hsudebby,
25,4,1977,fit,,doesnt_have,wants,omnivore,,socially,never,,post_grad,man,181,tw,taipei,,straight,,agnosticism,taurus,no,single,hsush,
5,3,1994,,,,,,,,never,,,woman,0,tw,,,straight,,,,,single,hsuying_,
1,8,1995,,,,,,,,,,,woman,170,tw,chung-shan,,straight,,,,,single,htyk81,
7,1,1990,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,huangcrown,
1,2,1982,,,doesnt_have,,,has_dogs,,never,,,woman,0,tw,taipei,,straight,,,aquarius,no,single,huanglibao,
6,11,1993,,,,,,,socially,never,,university,woman,0,tw,,,bisexual,,,scorpio,no,single,huangpeace,
14,12,1996,,,,,,,,,,,woman,0,tw,ku-kung-po-wu-yan,,straight,,,,,single,huangpoyu,
1,1,1992,,,,,,,socially,,,,man,0,tw,chien-cheng,,straight,,,,,single,hugoninho,
9,12,1975,,,,,,,socially,never,,,woman,0,tw,taipei,,straight,,,,no,single,hui-lin,
11,9,1978,,,doesnt_have,wants,,,,never,working_on,post_grad,woman,156,tw,taipei,monogamous,straight,,,,no,single,huiching,
13,5,1969,,,,,,has_dogs,,never,,,woman,0,tw,taipei,,straight,,,,no,single,huiwen0327,
30,7,1985,rather_not_say,,has,,omnivore,,socially,,working_on,,woman,157,tw,tsung-tzu-liao,,straight,,,leo,no,single,hujessica,
26,1,1998,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,hung4627,
10,9,1987,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,hungyihsieh,
26,11,1990,,,,,,,socially,never,dropped_out_of,university,woman,0,tw,tai-chung-shih,,straight,,,sagittarius,no,open_relationship,hungyuviy,
2,10,1986,thin,,,,,,,never,,,woman,164,tw,taipei,,straight,,,,,single,hurrydreaming,
5,9,1993,,,,,,,,,,,woman,0,tw,feng-shan,,straight,,,,,single,hyacinthdialino,
4,9,1988,curvy,,,,,,socially,never,,,woman,152,tw,taipei,,straight,,,,,single,hying,
7,5,1995,,,,,,has_dogs,,never,,university,woman,0,tw,taipei,,straight,,,taurus,,single,hyunhyun0505,
24,2,1988,,,,,,,,,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,i-pong,
17,5,1991,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,i_am_annnnnnnnaa,
18,1,1978,,,,,,,socially,,,,man,0,tw,hsin-li-tsu,,straight,,,,no,single,i_am_houston713,
23,3,1984,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,i_am_sun123,
21,10,1984,average_build,,,,omnivore,,socially,never,,university,woman,157,tw,,,straight,and_its_important,christianity,libra,no,single,iam_sassygirl,
21,4,1998,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,iamflorayang,
25,5,1982,average_build,has_cats,doesnt_have,might_want,,,,never,,university,woman,155,tw,taipei,monogamous,straight,,,gemini,no,single,iamfrogg,
16,3,1996,,,,,,,,never,,,woman,169,tw,taipei,,straight,,,pisces,no,single,iamhopechang,
18,8,1986,fit,,doesnt_have,,,,socially,never,,post_grad,man,183,tw,taipei,,straight,,,,no,single,iamjustahuman,
8,8,1993,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,iamme0925,
4,11,1989,,,,,,,,never,,,woman,0,tw,tao-yan,,straight,,,,,single,iamprettyiamugly,
2,7,1980,fit,,,,,,socially,never,,post_grad,man,183,tw,tai-chung-shih,,straight,,catholicism,cancer,,single,iamterryhuang,
28,5,1981,,has_cats,doesnt_have,might_want,,,,never,,,woman,155,tw,taipei,,straight,,,gemini,no,single,iamtrublemaker,
1,12,1987,fit,,doesnt_have,might_want,,,socially,,working_on,,man,188,tw,erh-shih-chang,,straight,,,,no,single,iamvinete,
30,9,1991,,,,,,,,,,,woman,0,tw,taipei,,bisexual,,,,,single,iamw0930,
9,10,1980,,,,,,,,,,,woman,0,tw,hsin-chu,,straight,,,,,single,iamyna,
14,11,1981,,,,might_want,,,socially,,,university,woman,160,tw,taipei,monogamous,straight,,,,no,single,iamytc,
24,12,1988,average_build,,,,,,,,,,woman,160,tw,taipei,,straight,,,,,single,icegorgeous,
2,7,1984,,has_cats,,,,has_dogs,not_at_all,never,,,woman,0,tw,kao-hsiung-ka,,straight,,,,no,single,iceicejean,
7,5,1986,fit,,doesnt_have,,omnivore,,socially,never,working_on,university,man,178,tw,taipei,,straight,and_its_important,buddhism,taurus,no,single,icemankm,
3,11,1980,,,,,,,socially,never,,university,man,183,tw,hsin-chuang,,straight,,,scorpio,no,married,ichirowang,
11,6,1988,fit,,,,omnivore,,socially,,,,woman,165,tw,taipei,,straight,,,,,single,ichliebereisen,
5,1,1988,fit,,,,,,,never,,,man,170,tw,tai-chung-shih,,straight,,,,,single,idehigh,
20,9,1987,,,,,,,,,,,man,171,tw,taipei,,straight,,,,,single,idlebench,
17,9,1992,average_build,,doesnt_have,,,,socially,never,working_on,,man,172,tw,taipei,,straight,,buddhism,,no,single,idroey,
20,5,1986,thin,,doesnt_have,might_want,,,socially,never,working_on,university,woman,0,tw,taipei,,straight,,,,no,single,ieshou,
31,7,1966,average_build,,doesnt_have,,omnivore,,socially,never,,university,woman,155,tw,taipei,,straight,,,leo,no,single,ifannie0731,
1,4,1967,,,,,,,not_at_all,never,,university,woman,0,tw,pi-ting,,straight,,christianity,,no,single,ifbeauty,
14,4,1968,,,,,,,socially,never,,university,woman,0,tw,hsin-chu,,straight,,,,no,single,ifceup,
12,11,1990,,,,,omnivore,,socially,never,,university,woman,0,tw,shui-nan,,straight,,,scorpio,no,single,ifeve79,
23,11,1983,,,,,,,often,,,,woman,170,tw,taipei,,straight,,,,no,single,igolalalala,
1,10,1986,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,igotrippedabs,
17,8,1980,,has_cats,doesnt_have,might_want,,has_dogs,socially,never,,post_grad,woman,156,tw,taipei,,straight,,,,no,single,iheartsushii,
17,1,1989,,,,,,,,,,,man,0,tw,kao-hsiung-ka,,straight,,,,,single,iiiiian,
20,7,1985,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,ijnul,
12,7,1980,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,ikabana,
20,11,1993,,,,,,,socially,,,,woman,0,tw,tai-chung-shih,,straight,,,,no,single,ikoakang,
30,3,1975,thin,,doesnt_have,,kosher,,socially,never,dropped_out_of,post_grad,man,185,tw,taipei,,straight,,,,no,single,illsnidiotic,
27,3,1992,,,doesnt_have,might_want,,,,never,,university,woman,0,tw,tai-chung-shih,,straight,,,aries,,single,ilovebatman27,
27,12,1982,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,ilpatrizio,
3,5,1981,thin,,doesnt_have,,,,socially,never,,university,woman,0,tw,tai-chung-shih,,straight,,,taurus,no,single,ilpostino1994,
22,12,1982,,,,,,,socially,,,,woman,0,tw,kao-hsiung-ka,,straight,,,,,single,iluvhannibal,
30,9,1980,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,im_wanderlust8,
4,3,1986,fit,,doesnt_have,wants,omnivore,,socially,,,,man,180,tw,taipei,monogamous,straight,,,,,single,imchr1s,
12,3,1995,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,imjoyceee,
11,1,1988,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,immrjeff,
21,6,1990,,,doesnt_have,might_want,,has_dogs,socially,never,,university,woman,155,tw,taipei,monogamous,straight,,,gemini,no,single,imninaa,
12,7,1997,fit,,,,,,socially,never,,,man,160,tw,tai-chung-shih,,bisexual,,,,no,single,impokoo,
30,9,1989,,,doesnt_have,wants,,,socially,never,,,woman,0,tw,taipei,,straight,,,,no,single,imwhoulike,
27,11,1982,overweight,,,,,,socially,,,,woman,162,tw,wan-hua,,straight,,,,,single,in704com4,
17,7,1983,overweight,,,,,,socially,never,,,woman,160,tw,tai-chung-shih,,straight,,,,yes,single,ina_w,
8,8,1992,,,,,,,often,,,university,woman,165,tw,taipei,,straight,,,,no,single,ines-ching,
23,7,1990,,,,,,,,,,,woman,0,tw,kao-hsiung-ka,,straight,,,,,single,ineslinnn,
29,7,1989,average_build,,doesnt_have,might_want,omnivore,,socially,never,,university,woman,158,tw,tai-chung-shih,,straight,,,leo,no,single,ingridgrid,
24,12,1978,average_build,has_cats,doesnt_have,,,,socially,never,,university,woman,0,tw,hsin-chu,,straight,,,,no,single,ingridqazwsx,
30,3,1978,average_build,,,,,,,,,,man,0,tw,taipei,,straight,,,,,married,inhao,
7,2,1984,fit,,doesnt_have,might_want,,has_dogs,socially,never,dropped_out_of,university,woman,155,tw,taipei,monogamous,straight,,,aquarius,no,single,inin0207,
31,12,1992,,,,,,,,never,,,man,176,tw,tai-chung-shih,,straight,,,,,single,inman_hsueh,
1,9,1988,,,,,,,,,,,man,0,tw,hsin-chu,,straight,,,,,single,innolux,
6,2,1990,average_build,has_cats,doesnt_have,,vegetarian,has_dogs,socially,never,,university,woman,160,tw,yan-lin,,straight,,buddhism,aquarius,no,single,inscrutablelife,
29,1,1987,average_build,,doesnt_have,,omnivore,,often,,,university,man,188,tw,taipei,,straight,,,aquarius,sometimes,single,insomniafriends,
9,10,1986,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,intaipei559,
28,8,1987,,,,might_want,,,often,never,,post_grad,woman,0,tw,taipei,,straight,,,,no,single,interpretertobe,
26,2,1976,average_build,,doesnt_have,might_want,omnivore,,socially,never,,university,woman,163,tw,taipei,monogamous,straight,,,pisces,no,single,inzoo,
19,7,1979,average_build,,doesnt_have,,,,socially,never,,post_grad,woman,155,tw,taipei,monogamous,straight,,,cancer,no,single,irene0719,
1,10,1982,fit,,doesnt_have,might_want,,,,never,,post_grad,woman,161,tw,taipei,monogamous,straight,,,libra,no,single,irene1001,
21,6,1993,average_build,,doesnt_have,might_want,omnivore,has_dogs,socially,never,,university,woman,158,tw,,monogamous,bisexual,but_its_not_important,agnosticism,gemini,no,single,irene1993,
28,4,1985,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,irene28428,
29,8,1981,curvy,has_cats,doesnt_have,wants,,,socially,never,,university,woman,165,tw,tung-shih,,straight,,,virgo,no,single,irene916,
29,11,1985,,,,,,,not_at_all,never,,,woman,0,tw,she-chuang,,straight,,,,no,single,irene_7777,
1,12,1990,,,,,,,socially,never,,,woman,170,tw,taipei,,straight,,,,no,single,irenechen1201,
28,1,1991,fit,,,,,,not_at_all,never,,,woman,165,tw,kao-hsiung-ka,,straight,,,,no,single,ireneshih,
30,7,1988,average_build,,doesnt_have,,omnivore,,socially,never,,post_grad,woman,180,tw,taipei,monogamous,straight,,,leo,no,single,iridescent_view,
28,3,1993,thin,,,,,,not_at_all,never,,university,woman,165,tw,tai-chung-shih,,straight,,,,no,single,irinachu,
21,10,1982,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,iris9802,
22,11,1983,,,doesnt_have,,,has_dogs,socially,never,,university,woman,168,tw,nan-men,monogamous,straight,but_its_not_important,atheism,sagittarius,no,single,irischen0,
27,3,1984,fit,has_cats,doesnt_have,wants,,,socially,never,,post_grad,woman,168,tw,taipei,monogamous,straight,,christianity,aries,no,single,irischocho,
29,11,1987,,,,,,,,,,,woman,0,tw,,,straight,,,,,single,irisclairethecat,
1,1,1968,,,,,,,,,,,woman,0,tw,meng-li,,straight,,,,,single,irish4868,
28,10,1956,average_build,,has,doesnt_want,,,socially,never,,university,woman,168,tw,tao-yan,monogamous,straight,but_its_not_important,other,scorpio,no,single,irismeng,
14,1,1985,average_build,,,,omnivore,,not_at_all,never,,,woman,160,tw,,,straight,,,,no,single,irisrabbit,
25,8,1976,,,doesnt_have,wants,,,socially,never,,,woman,153,tw,taipei,,straight,,,,no,single,iristin,
12,7,1976,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,iristl_taco,
19,9,1982,average_build,,doesnt_have,,omnivore,,socially,never,,post_grad,woman,160,tw,hsin-chu,,straight,,,virgo,no,single,irrlicht331,
15,11,1981,,,,,,,,,,,man,0,tw,,,straight,,,,,single,ishish7788,
28,1,1980,thin,,doesnt_have,wants,omnivore,,socially,never,,post_grad,woman,160,tw,taipei,monogamous,straight,but_its_not_important,agnosticism,aquarius,no,single,islewander,
18,10,1986,,,,,,,,,,,woman,0,tw,kao-hsiung-ka,,straight,,,,,single,ismesh,
28,12,1988,,has_cats,,,,,not_at_all,,,two_year_college,man,175,tw,tai-chung-shih,,straight,,other,capricorn,yes,single,isrglk,
4,4,1987,,,,,,,not_at_all,never,,university,woman,0,tw,tai-chung-shih,,straight,,,,no,single,issa0404,
1,7,1982,fit,,doesnt_have,,omnivore,,socially,never,,university,man,181,tw,taipei,,straight,,atheism,cancer,no,single,italian_o,
1,2,1991,thin,,doesnt_have,,omnivore,,socially,never,,university,man,188,tw,liu-chang-li,non_monogamous,straight,,atheism,,no,single,its_notdelivery,
26,3,1998,average_build,,,,,,socially,,,,woman,153,tw,tai-chung-shih,,straight,,,,sometimes,single,itsalicechang,
18,11,1986,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,itscarohsu,
5,4,1986,,,,,,,,,,,woman,0,tw,taipei,,straight,,,aries,,single,itstuity,
12,4,1984,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,ivaliu,
26,11,1996,,,,,omnivore,,socially,never,working_on,university,man,165,tw,taipei,,straight,,,sagittarius,no,single,ivanfan,
12,4,1992,,,,,,,,never,,,man,0,tw,te-an-liao,,straight,,,,,single,ivanlin0412,
17,12,1993,thin,,doesnt_have,,,,socially,never,working_on,university,man,169,tw,taipei,,gay,,,sagittarius,no,single,ives_li,
5,12,1975,,,,,,,,,,,woman,0,tw,,,straight,,,,,single,ivone40,
5,12,1975,,,,,,,,,,,woman,0,tw,,,straight,,,,,single,ivove40,
13,6,1988,,,,,omnivore,has_dogs,socially,never,working_on,university,woman,0,tw,taipei,,straight,,,,no,single,ivy9729,
29,6,1971,,,doesnt_have,,,,not_at_all,never,,,woman,160,tw,taipei,,straight,,other,,no,single,ivychiang,
29,4,1988,fit,has_cats,doesnt_have,,,,socially,never,,,woman,163,tw,tai-chung-shih,,straight,,,taurus,no,single,ivyyang0429,
3,9,1993,,,,,,,,never,,,woman,168,tw,po-hsin,,straight,,,,no,single,iwannafind,
27,5,1991,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,open_relationship,iwantsexu,
1,1,1978,,,,,,,,,,,man,0,tw,tai-chung-shih,,straight,,,,,single,iwantu555,
21,6,1982,fit,,doesnt_have,wants,,,socially,never,,post_grad,woman,161,tw,ting-tung-shih,,straight,,,,no,single,iyingchen621,
18,8,1990,,,,,,,,never,,,man,0,tw,ho-tso-chuang,,straight,,,,,single,j6128329,
29,5,1987,,,,,,,socially,never,dropped_out_of,university,woman,160,tw,tai-chung-shih,,straight,,,gemini,no,single,j6qo4g0,
6,6,1984,,,,,,,socially,never,,post_grad,woman,0,tw,taipei,monogamous,straight,,,,no,single,j730606kimo,
31,3,1981,fit,,,,omnivore,has_dogs,socially,never,,university,man,178,tw,taipei,,straight,,,aries,no,single,jackgallant81,
14,8,1987,,,,,,,,never,,,woman,0,tw,,,straight,,,,,single,jackie08141987,
11,1,1984,fit,,doesnt_have,,omnivore,,socially,never,,post_grad,man,185,tw,taipei,,straight,,,,no,single,jacktaiwan8,
20,5,1993,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,jacky82520,
4,8,1986,average_build,,,,,,socially,,,post_grad,man,180,tw,taipei,,straight,,,,,single,jackytang0804,
15,12,1988,average_build,,,,,,socially,never,,university,woman,160,tw,taipei,,straight,,,sagittarius,no,single,jaclyn1215,
24,2,1985,fit,,doesnt_have,might_want,,,socially,never,working_on,university,man,174,tw,taipei,,straight,,,pisces,no,single,jacobxxxxxjacob,
10,7,1991,average_build,has_cats,,,,has_dogs,socially,never,,,woman,155,tw,tai-chung-shih,,straight,,,cancer,no,single,jacqko,
31,1,1979,thin,,doesnt_have,might_want,omnivore,,socially,never,,university,woman,152,tw,taipei,monogamous,straight,,,aquarius,no,single,jadedrose35,
1,1,1979,average_build,,,,omnivore,,,,,,man,179,tw,taipei,,straight,,,,,single,jadeeyedguy,
9,12,1984,,,,might_want,,,,never,,university,woman,160,tw,taipei,,straight,,,,no,single,jadeke,
10,1,1968,,,,,,,socially,,,,woman,0,tw,taipei,,straight,,,,no,single,jadythetank,
10,1,1968,,,,,,,socially,,,,woman,0,tw,taipei,,straight,,,,no,single,jadyzhang,
19,11,1977,,,,,,,,,,,man,0,tw,yung-ho-tsun,,straight,,,,,single,jahazi,
27,2,1983,,,doesnt_have,,,,,never,working_on,two_year_college,man,0,tw,,,straight,,,pisces,,single,jahgod999,
4,3,1983,,,,,,,,,,post_grad,man,183,tw,wei-lin,,straight,,,pisces,,single,jaimej06,
16,3,1988,thin,,doesnt_have,wants,omnivore,,socially,never,working_on,university,woman,154,tw,kao-hsiung-ka,monogamous,straight,,,pisces,no,single,jaimie0316,
5,3,1976,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,jaiyoh,
1,3,1986,,,,,,,,never,,post_grad,man,180,tw,taipei,,straight,,,,,single,jakeee-,
25,12,1980,,,doesnt_have,might_want,omnivore,,socially,never,,university,man,180,tw,,,straight,,,capricorn,no,single,jakelin99,
11,9,1988,fit,,doesnt_have,,omnivore,,socially,never,,university,man,170,tw,taipei,,straight,but_its_not_important,atheism,virgo,,single,james19889,
14,3,1992,thin,has_cats,,,,,,,,,man,173,tw,,,gay,,,,no,single,james81314,
14,4,1997,thin,,,,,,socially,never,,,man,188,tw,taipei,,straight,,,,no,single,jameshu0414,
11,11,1985,average_build,has_cats,doesnt_have,wants,,has_dogs,socially,never,working_on,space_camp,man,177,tw,taipei,,straight,,christianity,scorpio,no,single,jamespowerup,
13,4,1988,a_little_extra,,doesnt_have,might_want,,has_dogs,socially,never,,university,man,180,tw,,monogamous,straight,,,aries,sometimes,single,jamestaipei,
10,8,1994,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,jamie08101027,
16,5,1981,overweight,,doesnt_have,wants,,has_dogs,socially,never,,university,man,175,tw,taipei,,straight,but_its_not_important,buddhism,taurus,no,single,jamiesonkao,
24,8,1993,average_build,,doesnt_have,wants,,has_dogs,socially,never,,university,woman,168,tw,tai-chung-shih,,straight,,,,no,single,jammieway,
16,10,1982,fit,,,,,,socially,never,,space_camp,man,174,tw,taipei,,straight,,,,sometimes,single,jammyfu,
2,1,1978,,,,,,,socially,never,,high_school,man,0,tw,tao-yan,,straight,,buddhism,,no,single,jamyangwusky,
29,12,1985,average_build,,doesnt_have,might_want,,,socially,never,,university,man,170,tw,taipei,,straight,,,capricorn,no,single,jandarr,
6,9,1993,,,,,,,,,,,woman,0,tw,tao-yan,,straight,,,,,single,jane0906,
22,1,1989,average_build,,doesnt_have,might_want,omnivore,,socially,never,,university,woman,165,tw,taipei,monogamous,gay,but_its_not_important,buddhism,aquarius,no,single,jane0925,
2,8,1991,,,,,,has_dogs,socially,,,,woman,160,tw,tai-chung-shih,,straight,,,,no,single,jane_huang,
18,1,1982,,,,,,,,,,,woman,0,tw,hsin-chu,,straight,,,,,single,jane_huang0118,
24,2,1991,,,,,,,,,,,woman,0,tw,tao-yan,,straight,,,,,single,jane_mary24,
20,4,1979,,,doesnt_have,,,,socially,never,,,woman,0,tw,taipei,,straight,,,,no,single,janechenthecat,
12,5,1992,,,,,,,socially,never,,,woman,0,tw,hsin-ta-kang,,straight,,,,,single,janelledewilde,
9,6,1991,,,,,,,socially,never,,university,woman,0,tw,tai-chung-shih,,straight,,,,,single,janethsu,
22,11,1993,,,,,,,,,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,janewang_,
28,8,1986,fit,,doesnt_have,,,,socially,never,,post_grad,woman,165,tw,taipei,monogamous,straight,,,,no,single,janewu28,
28,8,1995,,,,,,has_dogs,,,working_on,university,woman,0,tw,tai-chung-shih,,straight,,,,,single,janice-ho,
2,6,1980,curvy,,,,,has_dogs,socially,never,,,woman,153,tw,taipei,,straight,,,,no,single,janice0602,
5,5,1989,,,,,,,,,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,janinec01,
18,2,1982,,,,,,,,never,,,woman,0,tw,miao-li,,straight,,,,,open_relationship,janizu,
4,2,1982,,,,,,,,,,,woman,163,tw,ting-pu,,straight,,,,,open_relationship,janizucenon,
4,11,1986,thin,,doesnt_have,,vegetarian,,not_at_all,never,,university,woman,145,tw,tai-chung-shih,monogamous,straight,and_its_important,other,scorpio,no,single,jannice_taco,
16,6,1989,,,,,,,socially,never,,,woman,168,tw,taipei,,straight,,,,no,single,jas1458,
9,5,1966,,,doesnt_have,,,,not_at_all,never,,university,woman,0,tw,,,straight,,,,no,single,jasminasun,
10,6,1992,fit,,,,,,socially,never,,,woman,160,tw,tai-chung-shih,,straight,,,,no,single,jasminelininabox,
3,7,1987,thin,,,,omnivore,,socially,never,working_on,,woman,170,tw,taipei,,straight,,,cancer,no,single,jasminepatt,
16,11,1992,,,,might_want,,,,,working_on,post_grad,woman,162,tw,taipei,,straight,,,scorpio,,single,jasminnn11,
30,8,1984,average_build,,doesnt_have,might_want,omnivore,has_dogs,socially,never,,post_grad,man,168,tw,hsin-chu,monogamous,straight,,,virgo,no,single,jason_chang30,
4,12,1984,,,,,,,,never,,,man,0,tw,tai-chung-shih,,straight,,,,,single,jason_yc,
23,1,1982,,,,,,,,never,,,man,0,tw,chou-tzu,,straight,,,,,single,jasonlu0133,
14,2,1970,fit,,doesnt_have,,omnivore,,socially,never,working_on,space_camp,man,170,tw,taipei,,straight,and_laughing_about_it,other,aquarius,no,single,jasonmorganlin,
12,8,1991,average_build,,,,,,socially,,,university,man,180,tw,ho-tso-chuang,,straight,,,,no,single,jasontaike,
18,1,1989,,,,,,,,never,,,man,0,tw,ho-tso-hsin-tsun,,straight,,,,,single,jasonthomas69,
15,1,1984,fit,,,,,,socially,never,,university,man,175,tw,taipei,,straight,,,capricorn,,single,jasontsao0115,
8,9,1991,,,,,,,,,,,man,172,tw,taipei,,straight,,,,,single,jasonwenstron,
17,11,1996,,,,,,,,,,,woman,0,tw,chu-nan,,straight,,,,,single,jaspergentleman2,
22,12,1984,,,,,,,,,,,woman,158,tw,,,straight,,,,,single,jasrhensadiasa,
